# G121 — 贴近百姓赛事活动出彩出新 (体育竞技)
# persons: 王将 李相如 王裕雄 丁东 王兵
# split policy: default 2-char

0001	贴近	tiejin	linear
0002	百姓	baixing	linear
0003	赛事	saishi	linear
0004	活动	huodong	linear
0005	出彩	chucai	linear
0006	出新	chuxin	linear
0007	全民	quanmin	linear
0008	健身	jianshen	linear
0009	添彩	tiancai	linear
0010	美好	meihao	linear
0011	生活	shenghuo	linear
0012	日前	riqian	linear
0013	进行	jinxing	linear
0014	的	de	linear
0015	甘肃省	gansusheng	linear
0016	张掖市	zhangyeshi	linear
0017	第五届	diwujie	linear
0018	运动会	yundonghui	linear
0019	以	yi	linear
0020	全民	quanmin	linear
0021	参与	canyu	linear
0022	全民	quanmin	linear
0023	运动	yundong	linear
0024	全民	quanmin	linear
0025	健康	jiankang	linear
0026	为	wei	linear
0027	宗旨	zongzhi	linear
0028	推动	tuidong	linear
0029	全民	quanmin	linear
0030	健身	jianshen	linear
0031	丰富	fengfu	linear
0032	群众	qunzhong	linear
0033	生活	shenghuo	linear
0034	吸引	xiyin	linear
0035	了	le	linear
0036	全市	quanshi	linear
0037	余名	yuming	linear
0038	选手	xuanshou	linear
0039	参与	canyu	linear
0040	个	ge	linear
0041	组别	zubie	linear
0042	近	jin	linear
0043	百	bai	linear
0044	个	ge	linear
0045	小项	xiaoxiang	linear
0046	的	de	linear
0047	角逐	juezhu	linear
0048	图为	tuwei	linear
0049	青少年	qingshaonian	linear
0050	组	zu	linear
0051	田径	tianjing	linear
0052	男子	nanzi	linear
0053	米	mi	linear
0054	参赛	cansai	linear
0055	选手	xuanshou	linear
0056	正	zheng	linear
0057	奋力	fenli	linear
0058	起跑	qipao	linear
0059	摄	she	linear
0060	人民	renmin	linear
0061	视觉	shijue	linear
0062	核心	hexin	linear
0063	阅读	yuedu	linear
0064	促进	cujin	linear
0065	全民	quanmin	linear
0066	健身	jianshen	linear
0067	开展	kaizhan	linear
0068	群众性	qunzhongxing	linear
0069	体育	tiyu	linear
