# I104 — 大家族里的小团圆 (旅游地理/民俗)
# Persons skipped: 江宏景14x 刘梦琪7x 石华熔 李帮荣 徐梓菲3x 巫可欣 杨俊超 严鑫 李家权 李帮国2x 李帮强

0001	大家族	dajiazu	linear
0002	里	li	linear
0003	的	de	linear
0004	小	xiao	linear
0005	团圆	tuanyuan	linear
0006	月	yue	linear
0007	日	ri	linear
0008	吃完	chiwan	linear
0009	团年饭	tuannianfan	linear
0010	后	hou	linear
0011	李家大院	lijiadayuan	linear
0012	在家	zaijia	linear
0013	的	de	linear
0014	居民	jumin	linear
0015	照	zhao	linear
0016	了	le	linear
0017	全家福	quanjiafu	linear
0018	月	yue	linear
0019	日	ri	linear
0020	农历	nongli	linear
0021	腊月	layue	linear
0022	二十三	ershisan	linear
0023	是	shi	linear
0024	传统	chuantong	linear
0025	小年	xiaonian	linear
0026	这一天	zheyitian	linear
0027	四川省	sichuansheng	linear
0028	荥经县	yingjingxian	linear
0029	花滩镇	huatanzhen	linear
0030	齐心村	qixincun	linear
0031	李家大院	lijiadayuan	linear
0032	里	li	linear
0033	的	de	linear
0034	户	hu	linear
0035	人家	renjia	linear
0036	一起	yiqi	linear
0037	磨豆花	modouhua	linear
0038	写春联	xiechunlian	linear
0039	扫尘	saochen	linear
0040	祭灶	jizao	linear
0041	杀	sha	linear
0042	年猪	nianzhu	linear
0043	这个	zhege	linear
0044	大家族	dajiazu	linear
0045	的	de	linear
0046	小年	xiaonian	linear
0047	过	guo	linear
0048	得	de	linear
0049	热热闹闹	rerenaonao	linear
0050	和和美美	hehemeimei	linear
0051	李家大院	lijiadayuan	linear
0052	距	ju	linear
0053	县城	xiancheng	linear
0054	公里	gongli	linear
0055	是	shi	linear
0056	典型	dianxing	linear
0057	的	de	linear
0058	清代	qingdai	linear
0059	传统	chuantong	linear
0060	民居	minju	linear
0061	建筑	jianzhu	linear
0062	由	you	linear
0063	三个	sange	linear
0064	大	da	linear
0065	天井	tianjing	linear
0066	和	he	linear
0067	七个	qige	linear
0068	小	xiao	linear
0069	天井	tianjing	linear
0070	组成	zucheng	linear
0071	如	ru	linear
0072	七星抱月	qixingbaoyue	linear
0073	大院	dayuan	linear
0074	居民	jumin	linear
0075	主要	zhuyao	linear
0076	以	yi	linear
0077	李姓	lixing	linear
0078	和	he	linear
0079	吴姓	wuxing	linear
0080	为主	weizhu	linear
0081	居住	juzhu	linear
0082	着	zhe	linear
0083	户	hu	linear
0084	人	ren	linear
0085	年	nian	linear
0086	月	yue	linear
0087	李家大院	lijiadayuan	linear
0088	所在	suozai	linear
0089	的	de	linear
0090	齐心村	qixincun	linear
0091	入围	ruwei	linear
0092	国家级	guojiaji	linear
0093	第五批	diwupi	linear
0094	传统	chuantong	linear
0095	村落	cunluo	linear
0096	保护	baohu	linear
0097	名录	minglu	linear
0098	新华社	xinhuashe	linear
0099	记者	jizhe	linear
0100	摄	she	linear
0101	月	yue	linear
0102	日	ri	linear
0103	花滩镇	huatanzhen	linear
0104	上	shang	linear
0105	的	de	linear
0106	书法	shufa	linear
0107	名师	mingshi	linear
0108	两位	liangwei	linear
0109	老先生	laoxiansheng	linear
0110	在	zai	linear
0111	为	wei	linear
0112	村民	cunmin	linear
0113	写春联	xiechunlian	linear
0114	新华社	xinhuashe	linear
0115	记者	jizhe	linear
0116	摄	she	linear
0117	月	yue	linear
0118	日	ri	linear
0119	李家大院	lijiadayuan	linear
0120	的	de	linear
0121	居民	jumin	linear
0122	在	zai	linear
0123	吃	chi	linear
0124	小年	xiaonian	linear
0125	团年饭	tuannianfan	linear
0126	无人机	wurenji	linear
0127	照片	zhaopian	linear
0128	新华社	xinhuashe	linear
0129	记者	jizhe	linear
0130	摄	she	linear
0131	月	yue	linear
0132	日	ri	linear
0133	李家大院	lijiadayuan	linear
0134	的	de	linear
0135	居民	jumin	linear
0136	在	zai	linear
0137	吃	chi	linear
0138	小年	xiaonian	linear
0139	团年饭	tuannianfan	linear
0140	新华社	xinhuashe	linear
0141	记者	jizhe	linear
0142	摄	she	linear
0143	月	yue	linear
0144	日	ri	linear
0145	孩子们	haizimen	linear
0146	在	zai	linear
0147	李家大院	lijiadayuan	linear
0148	门口	menkou	linear
0149	捡拾	jianshi	linear
0150	未	wei	linear
0151	放完	fangwan	linear
0152	的	de	linear
0153	炮仗	paozhang	linear
0154	新华社	xinhuashe	linear
0155	记者	jizhe	linear
0156	摄	she	linear
0157	月	yue	linear
0158	日	ri	linear
0159	在	zai	linear
0160	李家大院	lijiadayuan	linear
0161	厨师们	chushimen	linear
0162	在	zai	linear
0163	做	zuo	linear
0164	当地	dangdi	linear
0165	的	de	linear
0166	传统	chuantong	linear
0167	名小吃	mingxiaochi	linear
0168	荥经	yingjing	linear
0169	棒棒鸡	bangbangji	linear
0170	新华社	xinhuashe	linear
0171	记者	jizhe	linear
0172	摄	she	linear
0173	月	yue	linear
0174	日	ri	linear
0175	李家大院	lijiadayuan	linear
0176	的	de	linear
0177	居民	jumin	linear
0178	提	ti	linear
0179	着	zhe	linear
0180	鲜肉	xianrou	linear
0181	准备	zhunbei	linear
0182	做	zuo	linear
0183	杀猪菜	shazhucai	linear
0184	新华社	xinhuashe	linear
0185	记者	jizhe	linear
0186	摄	she	linear
0187	月	yue	linear
0188	日	ri	linear
0189	李家大院	lijiadayuan	linear
0190	妇女们	funvmen	linear
0191	在	zai	linear
0192	用	yong	linear
0193	石膏水	shigaoshui	linear
0194	点	dian	linear
0195	豆腐	doufu	linear
0196	新华社	xinhuashe	linear
0197	记者	jizhe	linear
0198	摄	she	linear
0199	月	yue	linear
0200	日	ri	linear
0201	李家大院	lijiadayuan	linear
0202	妇女们	funvmen	linear
0203	把	ba	linear
0204	豆花	douhua	linear
0205	压	ya	linear
0206	成	cheng	linear
0207	豆腐	doufu	linear
0208	新华社	xinhuashe	linear
0209	记者	jizhe	linear
0210	摄	she	linear
0211	月	yue	linear
0212	日	ri	linear
0213	李家大院	lijiadayuan	linear
0214	的	de	linear
0215	妇女们	funvmen	linear
0216	在	zai	linear
0217	磨	mo	linear
0218	豆浆	doujiang	linear
0219	新华社	xinhuashe	linear
0220	记者	jizhe	linear
0221	摄	she	linear
0222	月	yue	linear
0223	日	ri	linear
0224	李家大院	lijiadayuan	linear
0225	的	de	linear
0226	居民	jumin	linear
0227	在	zai	linear
0228	吃	chi	linear
0229	小年	xiaonian	linear
0230	团年饭	tuannianfan	linear
0231	无人机	wurenji	linear
0232	照片	zhaopian	linear
0233	新华社	xinhuashe	linear
0234	记者	jizhe	linear
0235	摄	she	linear
0236	月	yue	linear
0237	日	ri	linear
0238	李家大院	lijiadayuan	linear
0239	的	de	linear
0240	居民	jumin	linear
0241	右一	youyi	linear
