# H129 — 上海交大纪念建校123周年 (历史人文/教育)
# Persons skipped: 姜斯宪4x 林忠钦 王宗光 马德秀 翁史烈 谢绳武 张杰 姚奕 陶爱珠 沈焱 小林

0001	上海交大	shanghaijiaoda	linear
0002	纪念	jinian	linear
0003	建校	jianxiao	linear
0004	周年	zhounian	linear
0005	海外教育学院	haiwaijiaoyuxueyuan	linear
0006	校友	xiaoyou	linear
0007	获	huo	linear
0008	杰出校友	jiechuxiaoyou	linear
0009	思源贡献奖	siyuangongxianjiang	linear
0010	年	nian	linear
0011	月	yue	linear
0012	日	ri	linear
0013	上海交通大学	shanghaijiaotongdaxue	linear
0014	建校	jianxiao	linear
0015	周年	zhounian	linear
0016	纪念大会	jiniandahui	linear
0017	在	zai	linear
0018	闵行校区	minhangxiaoqu	linear
0019	举行	juxing	linear
0020	校党委书记	xiaodangweishuji	linear
0021	校长	xiaozhang	linear
0022	党委副书记	dangweifushuji	linear
0023	等	deng	linear
0024	校领导	xiaolingdao	linear
0025	原党委书记	yuandangweishuji	linear
0026	原校长	yuanxiaozhang	linear
0027	等	deng	linear
0028	老领导	laolingdao	linear
0029	两院院士	liangyuanyuanshi	linear
0030	教书育人奖	jiaoshuyurenjiang	linear
0031	科研成果奖	keyanchengguojiang	linear
0032	管理服务奖	guanlifuwujiang	linear
0033	一等奖	yidengjiang	linear
0034	获奖者	huojiangzhe	linear
0035	代表	daibiao	linear
0036	年	nian	linear
0037	校长奖	xiaozhangjiang	linear
0038	获得者	huodezhe	linear
0039	医学院	yixueyuan	linear
0040	及	ji	linear
0041	附属医院	fushuyiyuan	linear
0042	附属学校	fushuxuexiao	linear
0043	的	de	linear
0044	代表	daibiao	linear
0045	思源联络	siyuanlianluo	linear
0046	校友大使	xiaoyoudashi	linear
0047	机关部处	jiguanbuchu	linear
0048	院系	yuanxi	linear
0049	及	ji	linear
0050	直属单位	zhishudanwei	linear
0051	负责人	fuzeren	linear
0052	师生代表	shishengdaibiao	linear
0053	及	ji	linear
0054	多位	duowei	linear
0055	校友	xiaoyou	linear
0056	共聚一堂	gongjuyitang	linear
0057	共同	gongtong	linear
0058	庆祝	qingzhu	linear
0059	上海交通大学	shanghaijiaotongdaxue	linear
0060	周年	zhounian	linear
0061	华诞	huadan	linear
0062	以	yi	linear
0063	饮水思源	yinshuisiyuan	linear
0064	见证成长	jianzhengchengzhang	linear
0065	为	wei	linear
0066	主题	zhuti	linear
0067	发表讲话	fabiaojianghua	linear
0068	表示	biaoshi	linear
0069	校友们	xiaoyoumen	linear
0070	曾经	cengjing	linear
0071	在	zai	linear
0072	交大	jiaoda	linear
0073	求学	qiuxue	linear
0074	生活	shenghuo	linear
0075	他	ta	linear
0076	和	he	linear
0077	校友们	xiaoyoumen	linear
0078	一起	yiqi	linear
0079	重温	chongwen	linear
0080	校园时光	xiaoyuanshiguang	linear
0081	在	zai	linear
0082	大家	dajia	linear
0083	学习生活	xuexishenghuo	linear
0084	过	guo	linear
0085	的	de	linear
0086	徐汇校园	xuhuixiaoyuan	linear
0087	故地重游	gudizhongyou	linear
0088	在	zai	linear
0089	老图书馆	laotushuguan	linear
0090	推窗远望	tuichuangyuanwang	linear
0091	红墙环绕	hongqianghuanrao	linear
0092	树木葱郁	shumucongyu	linear
0093	一派	yipai	linear
0094	书香宜人	shuxiangyiren	linear
0095	的	de	linear
0096	景象	jingxiang	linear
0097	绿草如茵	lucaoruyin	linear
0098	的	de	linear
0099	红太阳广场	hongtaiyangguangchang	linear
0100	当年	dangnian	linear
0101	学长们	xuezhangmen	linear
0102	曾	ceng	linear
0103	在	zai	linear
0104	这里	zheli	linear
0105	仰望星空	yangwangxingkong	linear
0106	畅想人生	changxiangrensheng	linear
0107	广场	guangchang	linear
0108	北面	beimian	linear
0109	是	shi	linear
0110	中院	zhongyuan	linear
0111	一楼	yilou	linear
0112	的	de	linear
0113	实验室	shiyanshi	linear
0114	有	you	linear
0115	大家	dajia	linear
0116	研究	yanjiu	linear
0117	探索	tansuo	linear
0118	付出	fuchu	linear
0119	的	de	linear
0120	汗水	hanshui	linear
0121	二楼	erlou	linear
0122	的	de	linear
0123	工程制图	gongchengzhitu	linear
0124	大教室	dajiaoshi	linear
0125	里	li	linear
0126	凝结	ningjie	linear
0127	着	zhe	linear
0128	三角板	sanjiaoban	linear
0129	丁字尺	dingzichi	linear
0130	创造	chuangzao	linear
0131	的	de	linear
0132	智慧	zhihui	linear
0133	老图书馆	laotushuguan	linear
0134	红太阳广场	hongtaiyangguangchang	linear
0135	中院	zhongyuan	linear
0136	新上院	xinshangyuan	linear
0137	工程馆	gongchengguan	linear
0138	执信西斋	zhixinxizhai	linear
0139	文治堂	wenzhitang	linear
0140	体育馆	tiyuguan	linear
0141	每一处	meiyichu	linear
0142	都	dou	linear
0143	留下	liuxia	linear
0144	了	le	linear
0145	校友们	xiaoyoumen	linear
0146	的	de	linear
0147	青春记忆	qingchunjiyi	linear
0148	伴随	bansui	linear
0149	母校	muxiao	linear
0150	的	de	linear
0151	新发展	xinfazhan	linear
0152	跨越	kuayue	linear
0153	三个世纪	sangeshiji	linear
0154	的	de	linear
0155	徐汇校园	xuhuixiaoyuan	linear
0156	展现	zhanxian	linear
0157	出	chu	linear
0158	新面貌	xinmianmao	linear
0159	如今	rujin	linear
0160	的	de	linear
0161	徐汇校园	xuhuixiaoyuan	linear
0162	建筑	jianzhu	linear
0163	是	shi	linear
0164	可以	keyi	linear
0165	阅读	yuedu	linear
0166	的	de	linear
0167	街区	jiequ	linear
0168	是	shi	linear
