# C214 — 认证认可检测
# persons: 

0001	新华社	xinhuashe	linear
0002	上海	shanghai	linear
0003	月	yue	linear
0004	日电	ridian	linear
0005	题	ti	linear
0006	我国	woguo	linear
0007	认证	renzheng	linear
0008	认可	renke	linear
0009	检验	jianyan	linear
0010	检测	jiance	linear
0011	行业	hangye	linear
0012	发展	fazhan	linear
0013	质量	zhiliang	linear
0014	实现	shixian	linear
0015	整体	zhengti	linear
0016	提升	tisheng	linear
0017	新华社	xinhuashe	linear
0018	记者	jizhe	linear
0019	赵文君	zhaowenjun	linear
0020	程思琪	chengsiqi	linear
0021	实施	shishi	linear
0022	强制性	qiangzhixing	linear
0023	产品认证	chanpinrenzheng	linear
0024	认证	renzheng	linear
0025	产品	chanpin	linear
0026	联网	lianwang	linear
0027	核查	hecha	linear
0028	亿次	yici	linear
0029	拦截	lanjie	linear
0030	无证	wuzheng	linear
0031	商品信息	shangpinxinxi	linear
0032	万次	wanci	linear
0033	制定	zhiding	linear
0034	类	lei	linear
0035	工业	gongye	linear
0036	机器人	jiqiren	linear
0037	检验	jianyan	linear
0038	检测	jiance	linear
0039	方法	fangfa	linear
0040	项	xiang	linear
0041	工业	gongye	linear
0042	机器人	jiqiren	linear
0043	整机	zhengji	linear
0044	安全	anquan	linear
0045	认证	renzheng	linear
0046	实施	shishi	linear
0047	规则	guize	linear
0048	在	zai	linear
0049	个	ge	linear
0050	地区	diqu	linear
0051	启动	qidong	linear
0052	产品	chanpin	linear
0053	碳	tan	linear
0054	足迹	zuji	linear
0055	标识	biaoshi	linear
0056	认证	renzheng	linear
0057	试点	shidian	linear
0058	支撑	zhicheng	linear
0059	产业	chanye	linear
0060	绿色	lvse	linear
0061	化	hua	linear
0061	发展	fazhan	linear
0062	我国	woguo	linear
0063	认证	renzheng	linear
0064	认可	renke	linear
0065	检验	jianyan	linear
0066	检测	jiance	linear
0067	工作	gongzuo	linear
0068	在	zai	linear
0069	与	yu	linear
0070	全球	quanqiu	linear
0071	供应链	gongyinglian	linear
0072	协同	xietong	linear
0073	发展	fazhan	linear
0074	的	de	linear
0075	同时	tongshi	linear
0076	行业	hangye	linear
0077	发展	fazhan	linear
0078	质量	zhiliang	linear
0079	实现	shixian	linear
0080	整体	zhengti	linear
0081	提升	tisheng	linear
0082	这是	zheshi	linear
0083	记者	jizhe	linear
0084	日	ri	linear
0085	在	zai	linear
0086	上海	shanghai	linear
0087	举办	juban	linear
0088	的	de	linear
0089	世界	shijie	linear
0090	认可	renke	linear
0091	日	ri	linear
0092	活动	huodong	linear
0093	暨	ji	linear
0094	第二届	dierjie	linear
0095	中国	zhongguo	linear
0096	认证	renzheng	linear
0097	认可	renke	linear
0098	大会	dahui	linear
0099	上	shang	linear
0100	获悉	huoxi	linear
0101	的	de	linear
0102	当日	dangri	linear
0103	市场监管	shichangjianguan	linear
0104	总局	zongju	linear
0105	国家	guojia	linear
0106	认监委	renjianwei	linear
0107	在	zai	linear
0108	上海	shanghai	linear
0109	举办	juban	linear
0110	世界	shijie	linear
0111	认可	renke	linear
0112	日	ri	linear
0113	活动	huodong	linear
0114	暨	ji	linear
0115	第二届	dierjie	linear
0116	中国	zhongguo	linear
0117	认证	renzheng	linear
0118	认可	renke	linear
0119	大会	dahui	linear
0120	主题	zhuti	linear
0121	为	wei	linear
0122	认证	renzheng	linear
0123	认可	renke	linear
0124	检验	jianyan	linear
0125	检测	jiance	linear
0126	与	yu	linear
0127	供应链	gongyinglian	linear
0128	协同	xietong	linear
0129	发展	fazhan	linear
0130	据	ju	linear
0131	市场监管	shichangjianguan	linear
0132	总局	zongju	linear
0133	统计	tongji	linear
0134	截至	jiezhi	linear
0135	目前	muqian	linear
0136	我国	woguo	linear
0137	拥有	yongyou	linear
0138	认证	renzheng	linear
0139	机构	jigou	linear
0140	家	jia	linear
0141	累计	leiji	linear
0142	颁发	banfa	linear
0143	有效	youxiao	linear
0144	认证	renzheng	linear
0145	证书	zhengshu	linear
0146	万张	wanzhang	linear
0147	获证	huozheng	linear
0148	组织	zuzhi	linear
0149	总量	zongliang	linear
0150	万家	wanjia	linear
0151	检验	jianyan	linear
0152	检测	jiance	linear
0153	机构	jigou	linear
0154	万家	wanjia	linear
0155	年	nian	linear
0156	报告	baogao	linear
0157	出具	chuju	linear
0158	量	liang	linear
0159	亿份	yifen	linear
0160	当好	danghao	linear
0161	市场经济	shichangjingji	linear
0162	的	de	linear
0163	信用证	xinyongzheng	linear
0164	质量	zhiliang	linear
0165	管理	guanli	linear
0166	的	de	linear
0167	体检	tijian	linear
0168	证	zheng	linear
0169	国际贸易	guojimaoyi	linear
0170	的	de	linear
0171	通行证	tongxingzheng	linear
0172	认证	renzheng	linear
0173	认可	renke	linear
0174	检验	jianyan	linear
0175	检测	jiance	linear
0176	作为	zuowei	linear
0177	信任	xinren	linear
0178	传递	chuandi	linear
0179	的	de	linear
0180	桥梁	qiaoliang	linear
0181	纽带	niudai	linear
0182	在	zai	linear
0183	赋能	funeng	linear
0184	中小企业	zhongxiaoqiye	linear
0185	发展	fazhan	linear
0186	中	zhong	linear
0187	起到	qidao	linear
0188	了	le	linear
0189	关键作用	guanjianzuoyong	linear
0190	在	zai	linear
0191	此次	cici	linear
0192	大会	dahui	linear
0193	的	de	linear
0194	认可	renke	linear
0195	赋能	funeng	linear
0196	中小企业	zhongxiaoqiye	linear
0197	专题	zhuanti	linear
0198	分	fen	linear
0199	论坛	luntan	linear
0200	上	shang	linear
0201	襄阳	xiangyang	linear
0202	达安	daan	linear
0203	汽车	qiche	linear
0204	检测	jiance	linear
0205	中心	zhongxin	linear
0206	有限公司	youxiangongsi	linear
0207	副总经理	fuzongjingli	linear
0208	蔡未末	caiweimo	linear
0209	说	shuo	linear
0210	作为	zuowei	linear
0211	一家	yijia	linear
0212	第三方	disanfang	linear
0213	综合性	zonghexing	linear
0214	汽车	qiche	linear
0215	检测	jiance	linear
0216	及	ji	linear
0217	技术	jishu	linear
0218	服务	fuwu	linear
0219	机构	jigou	linear
0220	去年	qunian	linear
0221	为	wei	linear
0222	余家	yujia	linear
0223	汽车	qiche	linear
