# F008 — 纹样中的祥瑞中国年 (文化艺术)
# Persons skipped: (none)

0001	纹样	wenyang	linear
0002	中	zhong	linear
0003	的	de	linear
0004	祥瑞	xiangrui	linear
0005	中国年	zhongguonian	linear
0006	中国	zhongguo	linear
0007	传统	chuantong	linear
0008	纹样	wenyang	linear
0009	作为	zuowei	linear
0010	华夏	huaxia	linear
0011	文明	wenming	linear
0012	的	de	linear
0013	重要	zhongyao	linear
0014	组成	zucheng	linear
0015	部分	bufen	linear
0016	是	shi	linear
0017	民族	minzu	linear
0018	历史	lishi	linear
0019	与	yu	linear
0020	祥瑞	xiangrui	linear
0021	文化	wenhua	linear
0022	脉络	mailuo	linear
0023	赓续	gengxu	linear
0024	传承	chuancheng	linear
0025	的	de	linear
0026	生动	shengdong	linear
0027	体现	tixian	linear
0028	这些	zhexie	linear
0029	纹样	wenyang	linear
0030	承载	chengzai	linear
0031	着	zhe	linear
0032	几千年	jiqiannian	linear
0033	来	lai	linear
0034	人们	renmen	linear
0035	的	de	linear
0036	智慧	zhihui	linear
0037	与	yu	linear
0038	精神	jingshen	linear
0039	追求	zhuiqiu	linear
0040	是	shi	linear
0041	华夏	huaxia	linear
0042	民族	minzu	linear
0043	渊源	yuanyuan	linear
0044	深厚	shenhou	linear
0045	的	de	linear
0046	文化	wenhua	linear
0047	认同	rentong	linear
0048	与	yu	linear
0049	精神	jingshen	linear
0050	寄托	jituo	linear
0051	传统	chuantong	linear
0052	纹样	wenyang	linear
0053	又	you	linear
0054	是	shi	linear
0055	中国	zhongguo	linear
0056	祥瑞	xiangrui	linear
0057	文化	wenhua	linear
0058	的	de	linear
0059	重要	zhongyao	linear
0060	载体	zaiti	linear
0061	纹样	wenyang	linear
0062	中	zhong	linear
0063	的	de	linear
0064	各种	gezhong	linear
0065	鸟兽	niaoshou	linear
0066	花卉	huahui	linear
0067	历史	lishi	linear
0068	典故	diangu	linear
0069	等	deng	linear
0070	均	jun	linear
0071	蕴含	yunhan	linear
0072	着	zhe	linear
0073	丰富	fengfu	linear
0074	的	de	linear
0075	人文	renwen	linear
0076	情怀	qinghuai	linear
0077	与	yu	linear
0078	吉祥	jixiang	linear
0079	寓意	yuyi	linear
0080	很多	henduo	linear
0081	传统	chuantong	linear
0082	纹样	wenyang	linear
0083	甚至	shenzhi	linear
0084	在	zai	linear
0085	历经	lijing	linear
0086	千年	qiannian	linear
0087	的	de	linear
0088	历史	lishi	linear
0089	变迁	bianqian	linear
0090	后	hou	linear
0091	依然	yiran	linear
0092	对	dui	linear
0093	后人	houren	linear
0094	起到	qidao	linear
0095	了	le	linear
0096	深刻	shenke	linear
0097	的	de	linear
0098	教育	jiaoyu	linear
0099	意义	yiyi	linear
0100	像	xiang	linear
0101	春节	chunjie	linear
0102	这样	zheyang	linear
0103	举国同庆	juguotongqing	linear
0104	的	de	linear
0105	重要	zhongyao	linear
0106	传统	chuantong	linear
0107	节日	jieri	linear
0108	抑或	yihuo	linear
0109	婚嫁	hunjia	linear
0110	祝寿	zhushou	linear
0111	等	deng	linear
0112	重要	zhongyao	linear
0113	场合	changhe	linear
0114	无处不在	wuchubuzai	linear
0115	的	de	linear
0116	吉祥	jixiang	linear
0117	传统	chuantong	linear
0118	纹样	wenyang	linear
0119	更是	gengshi	linear
0120	营造	yingzao	linear
0121	出	chu	linear
0122	喜庆	xiqing	linear
0123	祥和	xianghe	linear
0124	的	de	linear
0125	热烈	relie	linear
0126	氛围	fenwei	linear
0127	如	ru	linear
0128	玉磬	yuqing	linear
0129	与	yu	linear
0130	鱼纹	yuwen	linear
0131	绳结	shengjie	linear
0132	挂	gua	linear
0133	于	yu	linear
0134	同处	tongchu	linear
0135	象征	xiangzheng	linear
0136	吉庆有余	jiqingyouyu	linear
0137	喜鹊	xique	linear
0138	站	zhan	linear
0139	在	zai	linear
0140	梅枝	meizhi	linear
0141	寓意	yuyi	linear
0142	喜上眉梢	xishangmeishao	linear
0143	佛手	foshou	linear
0144	桃子	taozi	linear
0145	和	he	linear
0146	石榴	shiliu	linear
0147	组合	zuhe	linear
0148	一起	yiqi	linear
0149	代表	daibiao	linear
0150	福寿三多	fushousanduo	linear
0151	五只	wuzhi	linear
0152	蝙蝠	bianfu	linear
0153	围	wei	linear
0154	着	zhe	linear
0155	一个	yige	linear
0156	团寿纹	tuanshouwen	linear
0157	意为	yiwei	linear
0158	五福捧寿	wufupengshou	linear
0159	等等	dengdeng	linear
0160	多种	duozhong	linear
0161	不同	butong	linear
0162	纹样	wenyang	linear
0163	与	yu	linear
0164	图案	tuanan	linear
0165	的	de	linear
0166	组合	zuhe	linear
0167	通过	tongguo	linear
0168	谐音	xieyin	linear
0169	象形	xiangxing	linear
0170	表意	biaoyi	linear
0171	象征	xiangzheng	linear
0172	等	deng	linear
0173	手法	shoufa	linear
0174	抒发	shufa	linear
