# article 0009 — 微视频 共建清洁美丽世界 (linear typing plan)
# idx \t word \t pinyin \t reason

0001	微视频	weishipin	linear
0002	共建	gongjian	linear
0003	清洁	qingjie	linear
0004	美丽	meili	linear
0005	世界	shijie	linear
0006	源视频	yuanshipin	linear
0007	近年来	jinnianlai	linear
0008	全球	quanqiu	linear
0009	多地	duodi	linear
0010	出现	chuxian	linear
0011	高温	gaowen	linear
0012	热浪	relang	linear
0013	严重	yanzhong	linear
0014	干旱	ganhan	linear
0015	致命	zhiming	linear
0016	洪灾	hongzai	linear
0017	等	deng	linear
0018	极端	jiduan	linear
0019	天气	tianqi	linear
0020	事件	shijian	linear
0021	以	yi	linear
0022	人类	renlei	linear
0023	共同	gongtong	linear
0024	的	de	linear
0025	前途	qiantu	linear
0026	命运	mingyun	linear
0027	为	wei	linear
0028	怀	huai	linear
# SKIP-PERSON 0029	习近平	xijinping	linear
0030	主席	zhuxi	linear
0031	曾	ceng	linear
0032	在	zai	linear
0033	多个	duoge	linear
0034	国际	guoji	linear
0035	场合	changhe	linear
0036	发出	fachu	linear
0037	真诚	zhencheng	linear
0038	呼吁	huyu	linear
0039	在	zai	linear
0040	巴西	baxi	linear
0041	亚马孙	yamasun	linear
0042	流域	liuyu	linear
0043	中巴	zhongba	linear
0044	合作	hezuo	linear
0045	建设	jianshe	linear
0046	的	de	linear
0047	美丽山	meilishan	linear
0048	特高压	tegaoya	linear
0049	输电	shudian	linear
0050	项目	xiangmu	linear
0051	不仅	bujin	linear
0052	帮助	bangzhu	linear
0053	这里	zheli	linear
0054	解决	jiejue	linear
0055	清洁	qingjie	linear
0056	水电	shuidian	linear
0057	长距离	changjuli	linear
0058	外送	waisong	linear
0059	和	he	linear
0060	消纳	xiaona	linear
0061	难题	nanti	linear
0062	还	hai	linear
0063	恢复	huifu	linear
0064	了	le	linear
0065	沿线	yanxian	linear
0066	森林	senlin	linear
0067	植被	zhibei	linear
0068	面积	mianji	linear
0069	多达	duoda	linear
0070	公顷	gongqing	linear
0071	一些	yixie	linear
0072	地区	diqu	linear
0073	出现	chuxian	linear
0074	了	le	linear
0075	狐狸	huli	linear
0076	等	deng	linear
0077	野生	yesheng	linear
0078	动物	dongwu	linear
0079	发出	fachu	linear
0080	减碳	jiantan	linear
0081	承诺	chengnuo	linear
0082	分享	fenxiang	linear
0083	治理	zhili	linear
0084	经验	jingyan	linear
0085	探索	tansuo	linear
0086	合作	hezuo	linear
0087	之路	zhilu	linear
0088	中国	zhongguo	linear
0089	以	yi	linear
0090	实际	shiji	linear
0091	行动	xingdong	linear
0092	助推	zhutui	linear
0093	世界	shijie	linear
0094	各国	geguo	linear
0095	共建	gongjian	linear
0096	地球	diqiu	linear
0097	生命	shengming	linear
0098	共同体	gongtongti	linear
0099	共建	gongjian	linear
0100	人与自然	renyuziran	linear
0101	和谐	hexie	linear
0102	共生	gongsheng	linear
0103	的	de	linear
0104	美好	meihao	linear
0105	未来	weilai	linear
0106	与	yu	linear
0107	个	ge	linear
0108	发展中国家	fazhanzhongguojia	linear
0109	签署	qianshu	linear
0110	气候	qihou	linear
0111	变化	bianhua	linear
0112	南南合作	nannanhezuo	linear
0113	谅解	liangjie	linear
0114	备忘录	beiwanglu	linear
0115	在	zai	linear
0116	南南合作	nannanhezuo	linear
0117	框架	kuangjia	linear
0118	下	xia	linear
0119	积极	jiji	linear
0120	为	wei	linear
0121	多个	duoge	linear
0122	发展中国家	fazhanzhongguojia	linear
