# char\treading\trank\ttier_offset\tsource
# rank: primary / secondary / supplementary
# tier_offset: 0 / +1 / +1 (added to char's tier when used in word ranking)
一	yī	primary	0	kMandarin
一	yí	supplementary	1	kXHC1983
一	yì	supplementary	1	kXHC1983
丁	dīng	primary	0	kMandarin
丁	zhēng	secondary	1	kHanyuPinyin
七	qī	primary	0	kMandarin
七	qí	supplementary	1	kXHC1983
万	wàn	primary	0	kMandarin
万	mò	secondary	1	kHanyuPinyin
丈	zhàng	primary	0	kMandarin
三	sān	primary	0	kMandarin
上	shàng	primary	0	kMandarin
上	shǎng	secondary	1	kHanyuPinyin
下	xià	primary	0	kMandarin
不	bù	primary	0	kMandarin
不	fǒu	secondary	1	kHanyuPinyin
不	fōu	secondary	1	kHanyuPinyin
不	fū	secondary	1	kHanyuPinyin
不	bú	supplementary	1	kXHC1983
与	yǔ	primary	0	kMandarin
与	yú	supplementary	1	kXHC1983
与	yù	supplementary	1	kXHC1983
丐	gài	primary	0	kMandarin
丑	chǒu	primary	0	kMandarin
专	zhuān	primary	0	kMandarin
且	qiě	primary	0	kMandarin
且	jū	secondary	1	kHanyuPinyin
且	cú	secondary	1	kHanyuPinyin
世	shì	primary	0	kMandarin
丘	qiū	primary	0	kMandarin
丙	bǐng	primary	0	kMandarin
丙	bìng	secondary	1	kHanyuPinyin
业	yè	primary	0	kMandarin
丛	cóng	primary	0	kMandarin
东	dōng	primary	0	kMandarin
丝	sī	primary	0	kMandarin
丢	diū	primary	0	kMandarin
两	liǎng	primary	0	kMandarin
严	yán	primary	0	kMandarin
丧	sàng	primary	0	kMandarin
丧	sāng	supplementary	1	kXHC1983
个	gè	primary	0	kMandarin
个	gàn	secondary	1	kHanyuPinyin
个	gě	supplementary	1	kXHC1983
丫	yā	primary	0	kMandarin
中	zhōng	primary	0	kMandarin
中	zhòng	secondary	1	kHanyuPinyin
丰	fēng	primary	0	kMandarin
串	chuàn	primary	0	kMandarin
串	guàn	secondary	1	kHanyuPinyin
串	quàn	secondary	1	kHanyuPinyin
临	lín	primary	0	kMandarin
丸	wán	primary	0	kMandarin
丹	dān	primary	0	kMandarin
为	wèi	primary	0	kMandarin
为	wéi	supplementary	1	kXHC1983
主	zhǔ	primary	0	kMandarin
主	zhù	secondary	1	kHanyuPinyin
丽	lì	primary	0	kMandarin
丽	lí	supplementary	1	kXHC1983
举	jǔ	primary	0	kMandarin
乃	nǎi	primary	0	kMandarin
乃	ǎi	secondary	1	kHanyuPinyin
久	jiǔ	primary	0	kMandarin
么	me	primary	0	kMandarin
么	yāo	secondary	1	kHanyuPinyin
么	mó	secondary	1	kHanyuPinyin
么	ma	secondary	1	kHanyuPinyin
义	yì	primary	0	kMandarin
之	zhī	primary	0	kMandarin
之	zhū	secondary	1	kHanyuPinyin
之	zhì	secondary	1	kHanyuPinyin
乌	wū	primary	0	kMandarin
乌	wù	supplementary	1	kXHC1983
乍	zhà	primary	0	kMandarin
乍	zuò	secondary	1	kHanyuPinyin
乎	hū	primary	0	kMandarin
乏	fá	primary	0	kMandarin
乐	lè	primary	0	kMandarin
乐	yuè	supplementary	1	kXHC1983
乒	pīng	primary	0	kMandarin
乓	pāng	primary	0	kMandarin
乔	qiáo	primary	0	kMandarin
乖	guāi	primary	0	kMandarin
乘	chéng	primary	0	kMandarin
乘	shèng	secondary	1	kHanyuPinyin
乙	yǐ	primary	0	kMandarin
乙	yì	secondary	1	kHanyuPinyin
乙	jué	secondary	1	kHanyuPinyin
九	jiǔ	primary	0	kMandarin
九	jiū	secondary	1	kHanyuPinyin
乞	qǐ	primary	0	kMandarin
乞	qì	secondary	1	kHanyuPinyin
也	yě	primary	0	kMandarin
也	yí	secondary	1	kHanyuPinyin
习	xí	primary	0	kMandarin
乡	xiāng	primary	0	kMandarin
书	shū	primary	0	kMandarin
买	mǎi	primary	0	kMandarin
乱	luàn	primary	0	kMandarin
乳	rǔ	primary	0	kMandarin
乾	qián	primary	0	kMandarin
乾	gān	secondary	1	kHanyuPinyin
了	le	primary	0	kMandarin
了	liǎo	secondary	1	kHanyuPinyin
了	liào	secondary	1	kHanyuPinyin
予	yǔ	primary	0	kMandarin
予	yú	secondary	1	kHanyuPinyin
予	zhù	secondary	1	kHanyuPinyin
争	zhēng	primary	0	kMandarin
事	shì	primary	0	kMandarin
事	zì	secondary	1	kHanyuPinyin
二	èr	primary	0	kMandarin
于	yú	primary	0	kMandarin
于	wéi	secondary	1	kHanyuPinyin
于	yū	secondary	1	kHanyuPinyin
于	xū	secondary	1	kHanyuPinyin
亏	kuī	primary	0	kMandarin
亏	yú	secondary	1	kHanyuPinyin
云	yún	primary	0	kMandarin
互	hù	primary	0	kMandarin
五	wǔ	primary	0	kMandarin
井	jǐng	primary	0	kMandarin
井	jìng	secondary	1	kHanyuPinyin
亚	yà	primary	0	kMandarin
些	xiē	primary	0	kMandarin
些	suò	secondary	1	kHanyuPinyin
些	suō	secondary	1	kHanyuPinyin
亡	wáng	primary	0	kMandarin
亡	wú	secondary	1	kHanyuPinyin
亢	kàng	primary	0	kMandarin
亢	gāng	secondary	1	kHanyuPinyin
亢	gēng	secondary	1	kHanyuPinyin
交	jiāo	primary	0	kMandarin
亥	hài	primary	0	kMandarin
亥	jiē	secondary	1	kHanyuPinyin
亦	yì	primary	0	kMandarin
产	chǎn	primary	0	kMandarin
亩	mǔ	primary	0	kMandarin
享	xiǎng	primary	0	kMandarin
京	jīng	primary	0	kMandarin
亭	tíng	primary	0	kMandarin
亮	liàng	primary	0	kMandarin
亮	liáng	secondary	1	kHanyuPinyin
亲	qīn	primary	0	kMandarin
亲	qìng	supplementary	1	kXHC1983
人	rén	primary	0	kMandarin
亿	yì	primary	0	kMandarin
什	shén	primary	0	kMandarin
什	shí	secondary	1	kHanyuPinyin
仁	rén	primary	0	kMandarin
仅	jǐn	primary	0	kMandarin
仅	fù	secondary	1	kHanyuPinyin
仅	nú	secondary	1	kHanyuPinyin
仅	jìn	supplementary	1	kXHC1983
仆	pū	primary	0	kMandarin
仆	pú	secondary	1	kHanyuPinyin
仇	chóu	primary	0	kMandarin
仇	qiú	secondary	1	kHanyuPinyin
仇	jū	secondary	1	kHanyuPinyin
今	jīn	primary	0	kMandarin
介	jiè	primary	0	kMandarin
介	gè	secondary	1	kHanyuPinyin
仍	réng	primary	0	kMandarin
从	cóng	primary	0	kMandarin
从	cōng	supplementary	1	kXHC1983
仑	lún	primary	0	kMandarin
仓	cāng	primary	0	kMandarin
仔	zǎi	primary	0	kMandarin
仔	zī	secondary	1	kHanyuPinyin
仔	zǐ	secondary	1	kHanyuPinyin
他	tā	primary	0	kMandarin
他	tuó	secondary	1	kHanyuPinyin
仗	zhàng	primary	0	kMandarin
付	fù	primary	0	kMandarin
仙	xiān	primary	0	kMandarin
仙	xiǎn	secondary	1	kHanyuPinyin
代	dài	primary	0	kMandarin
令	lìng	primary	0	kMandarin
令	líng	secondary	1	kHanyuPinyin
令	lián	secondary	1	kHanyuPinyin
令	lǐng	secondary	1	kHanyuPinyin
以	yǐ	primary	0	kMandarin
以	sì	secondary	1	kHanyuPinyin
仪	yí	primary	0	kMandarin
们	men	primary	0	kMandarin
仰	yǎng	primary	0	kMandarin
仰	áng	secondary	1	kHanyuPinyin
仲	zhòng	primary	0	kMandarin
件	jiàn	primary	0	kMandarin
件	móu	secondary	1	kHanyuPinyin
价	jià	primary	0	kMandarin
价	jiè	secondary	1	kHanyuPinyin
价	jie	secondary	1	kHanyuPinyin
任	rèn	primary	0	kMandarin
任	rén	secondary	1	kHanyuPinyin
任	lìn	secondary	1	kHanyuPinyin
份	fèn	primary	0	kMandarin
份	bīn	secondary	1	kHanyuPinyin
仿	fǎng	primary	0	kMandarin
仿	páng	secondary	1	kHanyuPinyin
企	qǐ	primary	0	kMandarin
伊	yī	primary	0	kMandarin
伍	wǔ	primary	0	kMandarin
伏	fú	primary	0	kMandarin
伏	fù	secondary	1	kHanyuPinyin
伐	fá	primary	0	kMandarin
休	xiū	primary	0	kMandarin
休	xù	secondary	1	kHanyuPinyin
众	zhòng	primary	0	kMandarin
众	yín	secondary	1	kHanyuPinyin
优	yōu	primary	0	kMandarin
优	yóu	secondary	1	kHanyuPinyin
伙	huǒ	primary	0	kMandarin
伙	huo	secondary	1	kHanyuPinyin
会	huì	primary	0	kMandarin
会	kuài	supplementary	1	kXHC1983
伞	sǎn	primary	0	kMandarin
伟	wěi	primary	0	kMandarin
传	chuán	primary	0	kMandarin
传	zhuàn	supplementary	1	kXHC1983
伤	shāng	primary	0	kMandarin
伦	lún	primary	0	kMandarin
伪	wěi	primary	0	kMandarin
伯	bó	primary	0	kMandarin
伯	mò	secondary	1	kHanyuPinyin
伯	bà	secondary	1	kHanyuPinyin
伯	bǎi	supplementary	1	kXHC1983
估	gū	primary	0	kMandarin
估	gù	secondary	1	kHanyuPinyin
伴	bàn	primary	0	kMandarin
伴	pàn	secondary	1	kHanyuPinyin
伶	líng	primary	0	kMandarin
伸	shēn	primary	0	kMandarin
伺	cì	primary	0	kMandarin
伺	sì	secondary	1	kHanyuPinyin
似	shì	primary	0	kMandarin
似	sì	secondary	1	kHanyuPinyin
佃	diàn	primary	0	kMandarin
佃	tián	secondary	1	kHanyuPinyin
但	dàn	primary	0	kMandarin
但	tǎn	secondary	1	kHanyuPinyin
但	yàn	secondary	1	kHanyuPinyin
位	wèi	primary	0	kMandarin
位	lì	secondary	1	kHanyuPinyin
低	dī	primary	0	kMandarin
住	zhù	primary	0	kMandarin
佐	zuǒ	primary	0	kMandarin
佑	yòu	primary	0	kMandarin
体	tǐ	primary	0	kMandarin
体	bèn	secondary	1	kHanyuPinyin
体	cuì	secondary	1	kHanyuPinyin
体	tī	supplementary	1	kXHC1983
何	hé	primary	0	kMandarin
何	hè	secondary	1	kHanyuPinyin
余	yú	primary	0	kMandarin
余	tú	secondary	1	kHanyuPinyin
余	xú	secondary	1	kHanyuPinyin
余	yù	secondary	1	kHanyuPinyin
佛	fú	primary	0	kMandarin
佛	bó	secondary	1	kHanyuPinyin
佛	bì	secondary	1	kHanyuPinyin
佛	fó	secondary	1	kHanyuPinyin
作	zuò	primary	0	kMandarin
作	zuō	secondary	1	kHanyuPinyin
作	zuó	secondary	1	kHanyuPinyin
你	nǐ	primary	0	kMandarin
佣	yōng	primary	0	kMandarin
佣	yòng	secondary	1	kHanyuPinyin
佩	pèi	primary	0	kMandarin
佳	jiā	primary	0	kMandarin
使	shǐ	primary	0	kMandarin
侄	zhí	primary	0	kMandarin
侈	chǐ	primary	0	kMandarin
例	lì	primary	0	kMandarin
例	liè	secondary	1	kHanyuPinyin
侍	shì	primary	0	kMandarin
供	gōng	primary	0	kMandarin
供	gòng	secondary	1	kHanyuPinyin
依	yī	primary	0	kMandarin
依	yǐ	secondary	1	kHanyuPinyin
侠	xiá	primary	0	kMandarin
侣	lǚ	primary	0	kMandarin
侥	jiǎo	primary	0	kMandarin
侥	yáo	supplementary	1	kXHC1983
侦	zhēn	primary	0	kMandarin
侧	cè	primary	0	kMandarin
侧	zè	supplementary	1	kXHC1983
侧	zhāi	supplementary	1	kXHC1983
侨	qiáo	primary	0	kMandarin
侮	wǔ	primary	0	kMandarin
侯	hóu	primary	0	kMandarin
侯	hòu	secondary	1	kHanyuPinyin
侵	qīn	primary	0	kMandarin
侵	qǐn	secondary	1	kHanyuPinyin
便	biàn	primary	0	kMandarin
便	pián	secondary	1	kHanyuPinyin
便	biān	secondary	1	kHanyuPinyin
促	cù	primary	0	kMandarin
促	chuò	secondary	1	kHanyuPinyin
俄	é	primary	0	kMandarin
俊	jùn	primary	0	kMandarin
俊	shùn	secondary	1	kHanyuPinyin
俊	dūn	secondary	1	kHanyuPinyin
俏	qiào	primary	0	kMandarin
俏	xiào	secondary	1	kHanyuPinyin
俏	xiāo	secondary	1	kHanyuPinyin
俐	lì	primary	0	kMandarin
俗	sú	primary	0	kMandarin
俘	fú	primary	0	kMandarin
保	bǎo	primary	0	kMandarin
信	xìn	primary	0	kMandarin
信	shēn	secondary	1	kHanyuPinyin
俩	liǎ	primary	0	kMandarin
俩	liǎng	supplementary	1	kXHC1983
俭	jiǎn	primary	0	kMandarin
修	xiū	primary	0	kMandarin
俯	fǔ	primary	0	kMandarin
俱	jù	primary	0	kMandarin
俱	jū	secondary	1	kHanyuPinyin
俺	ǎn	primary	0	kMandarin
俺	yàn	secondary	1	kHanyuPinyin
倍	bèi	primary	0	kMandarin
倍	péi	secondary	1	kHanyuPinyin
倒	dào	primary	0	kMandarin
倒	dǎo	secondary	1	kHanyuPinyin
倔	jué	primary	0	kMandarin
倔	juè	secondary	1	kHanyuPinyin
倘	tǎng	primary	0	kMandarin
倘	cháng	secondary	1	kHanyuPinyin
候	hòu	primary	0	kMandarin
倚	yǐ	primary	0	kMandarin
倚	jī	secondary	1	kHanyuPinyin
倚	yī	secondary	1	kHanyuPinyin
借	jiè	primary	0	kMandarin
倡	chàng	primary	0	kMandarin
倡	chāng	secondary	1	kHanyuPinyin
