chi	丁	kanji	10	polish
chin	丁	kanji	10	polish
chou	丁	kanji	10	polish
hinoto	丁	kanji	10	polish
tei	丁	kanji	10	polish
tou	丁	kanji	10	polish
nana	七	kanji	10	polish
nano	七	kanji	10	polish
shichi	七	kanji	10	polish
dake	丈	kanji	10	polish
jou	丈	kanji	10	polish
take	丈	kanji	10	polish
mi	三	kanji	10	polish
san	三	kanji	10	polish
zou	三	kanji	10	polish
ata	与	kanji	10	polish
azuka	与	kanji	10	polish
kumi	与	kanji	10	polish
tomoni	与	kanji	10	polish
yo	与	kanji	10	polish
chuu	丑	kanji	10	polish
ushi	丑	kanji	10	polish
ka	且	kanji	10	polish
sho	且	kanji	10	polish
shou	且	kanji	10	polish
so	且	kanji	10	polish
se	世	kanji	10	polish
sei	世	kanji	10	polish
sou	世	kanji	10	polish
yo	世	kanji	10	polish
kyuu	丘	kanji	10	polish
oka	丘	kanji	10	polish
hei	丙	kanji	10	polish
hinoe	丙	kanji	10	polish
jou	丞	kanji	10	polish
shou	丞	kanji	10	polish
suku	丞	kanji	10	polish
tasu	丞	kanji	10	polish
kan	串	kanji	10	polish
ken	串	kanji	10	polish
kushi	串	kanji	10	polish
sen	串	kanji	10	polish
tsuranu	串	kanji	10	polish
gan	丸	kanji	10	polish
maru	丸	kanji	10	polish
ni	丹	kanji	10	polish
tan	丹	kanji	10	polish
donburi	丼	kanji	10	polish
sei	丼	kanji	10	polish
shou	丼	kanji	10	polish
tan	丼	kanji	10	polish
ton	丼	kanji	10	polish
ai	乃	kanji	10	polish
dai	乃	kanji	10	polish
nai	乃	kanji	10	polish
nanji	乃	kanji	10	polish
no	乃	kanji	10	polish
sunawa	乃	kanji	10	polish
hisa	久	kanji	10	polish
ku	久	kanji	10	polish
kyuu	久	kanji	10	polish
kono	之	kanji	10	polish
kore	之	kanji	10	polish
no	之	kanji	10	polish
shi	之	kanji	10	polish
yuku	之	kanji	10	polish
aa	乎	kanji	10	polish
ka	乎	kanji	10	polish
kana	乎	kanji	10	polish
ko	乎	kanji	10	polish
o	乎	kanji	10	polish
wo	乎	kanji	10	polish
ya	乎	kanji	10	polish
yo	乎	kanji	10	polish
bou	乏	kanji	10	polish
tobo	乏	kanji	10	polish
tomo	乏	kanji	10	polish
jou	乘	kanji	10	polish
no	乘	kanji	10	polish
itsu	乙	kanji	10	polish
kinoto	乙	kanji	10	polish
oto	乙	kanji	10	polish
otsu	乙	kanji	10	polish
kokono	九	kanji	10	polish
ku	九	kanji	10	polish
kyuu	九	kanji	10	polish
ki	乞	kanji	10	polish
kike	乞	kanji	10	polish
kitsu	乞	kanji	10	polish
ko	乞	kanji	10	polish
kochi	乞	kanji	10	polish
kotsu	乞	kanji	10	polish
e	也	kanji	10	polish
ka	也	kanji	10	polish
mata	也	kanji	10	polish
nari	也	kanji	10	polish
ya	也	kanji	10	polish
mida	乱	kanji	10	polish
osa	乱	kanji	10	polish
ran	乱	kanji	10	polish
ron	乱	kanji	10	polish
wata	乱	kanji	10	polish
chi	乳	kanji	10	polish
chichi	乳	kanji	10	polish
nyuu	乳	kanji	10	polish
hi	乾	kanji	10	polish
ho	乾	kanji	10	polish
inui	乾	kanji	10	polish
kan	乾	kanji	10	polish
kawa	乾	kanji	10	polish
ken	乾	kanji	10	polish
ryou	了	kanji	10	polish
futa	二	kanji	10	polish
futatabi	二	kanji	10	polish
ji	二	kanji	10	polish
ni	二	kanji	10	polish
i	云	kanji	10	polish
kokoni	云	kanji	10	polish
un	云	kanji	10	polish
go	互	kanji	10	polish
katami	互	kanji	10	polish
taga	互	kanji	10	polish
go	五	kanji	10	polish
itsu	五	kanji	10	polish
kan	亘	kanji	10	polish
kou	亘	kanji	10	polish
moto	亘	kanji	10	polish
sen	亘	kanji	10	polish
wata	亘	kanji	10	polish
kan	亙	kanji	10	polish
kou	亙	kanji	10	polish
moto	亙	kanji	10	polish
wata	亙	kanji	10	polish
chi	些	kanji	10	polish
isasaka	些	kanji	10	polish
sa	些	kanji	10	polish
sha	些	kanji	10	polish
a	亞	kanji	10	polish
tsu	亞	kanji	10	polish
gai	亥	kanji	10	polish
i	亥	kanji	10	polish
kai	亥	kanji	10	polish
eki	亦	kanji	10	polish
mata	亦	kanji	10	polish
yaku	亦	kanji	10	polish
hou	亨	kanji	10	polish
kou	亨	kanji	10	polish
kyou	亨	kanji	10	polish
too	亨	kanji	10	polish
kou	享	kanji	10	polish
kyou	享	kanji	10	polish
u	享	kanji	10	polish
chin	亭	kanji	10	polish
tei	亭	kanji	10	polish
akiraka	亮	kanji	10	polish
ryou	亮	kanji	10	polish
jin	仁	kanji	10	polish
ni	仁	kanji	10	polish
nin	仁	kanji	10	polish
kai	介	kanji	10	polish
ko	仔	kanji	10	polish
shi	仔	kanji	10	polish
ta	仔	kanji	10	polish
hoka	他	kanji	10	polish
ta	他	kanji	10	polish
du	付	kanji	10	polish
duke	付	kanji	10	polish
duki	付	kanji	10	polish
fu	付	kanji	10	polish
tsu	付	kanji	10	polish
tsuki	付	kanji	10	polish
sen	仙	kanji	10	polish
sento	仙	kanji	10	polish
i	以	kanji	10	polish
ao	仰	kanji	10	polish
gyou	仰	kanji	10	polish
kou	仰	kanji	10	polish
o	仰	kanji	10	polish
oo	仰	kanji	10	polish
ossha	仰	kanji	10	polish
ki	企	kanji	10	polish
kuwada	企	kanji	10	polish
takura	企	kanji	10	polish
i	伊	kanji	10	polish
kare	伊	kanji	10	polish
go	伍	kanji	10	polish
itsutsu	伍	kanji	10	polish
gi	伎	kanji	10	polish
ki	伎	kanji	10	polish
waza	伎	kanji	10	polish
wazaogi	伎	kanji	10	polish
fu	伏	kanji	10	polish
fuku	伏	kanji	10	polish
batsu	伐	kanji	10	polish
bochi	伐	kanji	10	polish
hatsu	伐	kanji	10	polish
ka	伐	kanji	10	polish
ki	伐	kanji	10	polish
somu	伐	kanji	10	polish
u	伐	kanji	10	polish
ban	伴	kanji	10	polish
han	伴	kanji	10	polish
tomona	伴	kanji	10	polish
rei	伶	kanji	10	polish
ryou	伶	kanji	10	polish
wazaogi	伶	kanji	10	polish
no	伸	kanji	10	polish
shin	伸	kanji	10	polish
shi	伺	kanji	10	polish
ukaga	伺	kanji	10	polish
ga	伽	kanji	10	polish
gya	伽	kanji	10	polish
ka	伽	kanji	10	polish
kya	伽	kanji	10	polish
togi	伽	kanji	10	polish
den	佃	kanji	10	polish
ten	佃	kanji	10	polish
tsukuda	佃	kanji	10	polish
tada	但	kanji	10	polish
tan	但	kanji	10	polish
hiku	低	kanji	10	polish
tei	低	kanji	10	polish
sa	佐	kanji	10	polish
tasu	佑	kanji	10	polish
u	佑	kanji	10	polish
yuu	佑	kanji	10	polish
butsu	佛	kanji	10	polish
futsu	佛	kanji	10	polish
hotoke	佛	kanji	10	polish
ka	佳	kanji	10	polish
awa	併	kanji	10	polish
hei	併	kanji	10	polish
kan	侃	kanji	10	polish
tsuyo	侃	kanji	10	polish
ki	來	kanji	10	polish
kita	來	kanji	10	polish
ku	來	kanji	10	polish
rai	來	kanji	10	polish
tai	來	kanji	10	polish
habe	侍	kanji	10	polish
ji	侍	kanji	10	polish
samurai	侍	kanji	10	polish
shi	侍	kanji	10	polish
susu	侑	kanji	10	polish
tasu	侑	kanji	10	polish
u	侑	kanji	10	polish
yuu	侑	kanji	10	polish
domo	供	kanji	10	polish
gu	供	kanji	10	polish
ku	供	kanji	10	polish
kuu	供	kanji	10	polish
kyou	供	kanji	10	polish
sona	供	kanji	10	polish
tomo	供	kanji	10	polish
anado	侮	kanji	10	polish
anazu	侮	kanji	10	polish
bu	侮	kanji	10	polish
kou	侯	kanji	10	polish
oka	侵	kanji	10	polish
shin	侵	kanji	10	polish
ro	侶	kanji	10	polish
ryo	侶	kanji	10	polish
tomo	侶	kanji	10	polish
soku	促	kanji	10	polish
unaga	促	kanji	10	polish
ga	俄	kanji	10	polish
niwaka	俄	kanji	10	polish
shun	俊	kanji	10	polish
kashiko	俐	kanji	10	polish
ri	俐	kanji	10	polish
kyan	俠	kanji	10	polish
kyou	俠	kanji	10	polish
otokodate	俠	kanji	10	polish
mata	俣	kanji	10	polish
ku	俱	kanji	10	polish
tomoni	俱	kanji	10	polish
hai	俳	kanji	10	polish
hyou	俵	kanji	10	polish
tawara	俵	kanji	10	polish
hou	俸	kanji	10	polish
kura	倉	kanji	10	polish
sou	倉	kanji	10	polish
bai	倍	kanji	10	polish
dao	倒	kanji	10	polish
sakasa	倒	kanji	10	polish
sakasama	倒	kanji	10	polish
sakashima	倒	kanji	10	polish
tao	倒	kanji	10	polish
tou	倒	kanji	10	polish
kou	倖	kanji	10	polish
saiwa	倖	kanji	10	polish
shiawa	倖	kanji	10	polish
kou	候	kanji	10	polish
