# Batch 2 — freq 15k-20k AA-redup sweep (D bucket).
# Strategy: delete by default; whitelist preserves 87 curated literary
# / real AA reduplications.
# Schema: code\tword\treason
mimi	幂幂	noise
caicai	菜菜	noise
zhuangzhuang	壮壮	noise
saosao	嫂嫂	noise
benben	笨笨	noise
mumu	木木	noise
caicai	裁裁	noise
weiwei	维维	noise
titi	提提	noise
chongchong	冲冲	noise
yuyu	雨雨	noise
jiaojiao	娇娇	noise
daidai	代代	noise
yangyang	养养	noise
hunhun	混混	noise
yunyun	云云	noise
dingding	叮叮	noise
shanshan	珊珊	noise
cuncun	村村	noise
kaikai	凯凯	noise
gaogao	搞搞	noise
junjun	俊俊	noise
toutou	透透	noise
lanlan	蓝蓝	noise
sasa	洒洒	noise
qianqian	浅浅	noise
dede	得得	noise
dedei	得得	noise
deide	得得	noise
deidei	得得	noise
bianbian	边边	noise
kunkun	坤坤	noise
xiaxia	夏夏	noise
tantan	探探	noise
chouchou	臭臭	noise
huohuo	霍霍	noise
yaya	丫丫	noise
chuanchuan	穿穿	noise
changchang	场场	noise
zaizai	崽崽	noise
jiejie	接接	noise
nienie	捏捏	noise
chaochao	吵吵	noise
huhu	虎虎	name
yaoyao	瑶瑶	name
chongchong	虫虫	noise
shishi	世世	noise
huhu	户户	noise
guagua	瓜瓜	noise
yuyu	鱼鱼	noise
tutu	秃秃	noise
xiaoxiao	校校	noise
susu	素素	noise
yingying	莹莹	noise
dongdong	洞洞	noise
feifei	非非	noise
shishi	市市	noise
tuotuo	拖拖	noise
piaopiao	漂漂	noise
juanjuan	卷卷	noise
papa	爬爬	noise
sensen	森森	noise
nini	腻腻	noise
hehe	合合	noise
shoushou	收收	noise
qianqian	茜茜	noise
congcong	聪聪	name
xuxu	嘘嘘	noise
lili	粒粒	noise
yiyi	姨姨	noise
zhouzhou	州州	noise
susu	苏苏	noise
lulu	陆陆	noise
qianqian	倩倩	noise
wenwen	文文	noise
dundun	顿顿	noise
jianjian	尖尖	noise
chouchou	丑丑	noise
jinjin	斤斤	noise
pengpeng	鹏鹏	name
xuanxuan	轩轩	noise
haihai	嗨嗨	noise
bubu	布布	noise
tutu	突突	noise
mimi	迷迷	noise
baibai	摆摆	noise
lvlv	绿绿	noise
mimi	咪咪	name
peipei	佩佩	noise
doudou	逗逗	noise
ruirui	蕊蕊	noise
lili	理理	noise
linlin	琳琳	name
didi	嘀嘀	noise
chunchun	春春	name
junjun	君君	noise
dingding	钉钉	noise
houhou	猴猴	noise
huaihuai	坏坏	noise
sisi	四四	noise
cuocuo	搓搓	noise
juju	居居	noise
niuniu	牛牛	name
yuanyuan	媛媛	name
guoguo	锅锅	noise
jinjin	进进	noise
momo	陌陌	noise
shuashua	耍耍	noise
tuotuo	脱脱	noise
yangyang	烊烊	noise
lanlan	懒懒	noise
guoguo	蝈蝈	noise
yaya	鸭鸭	noise
lianlian	恋恋	noise
