莫名其妙	45000
不知不觉	42000
千言万语	18000
自言自语	22000
一心一意	25000
不三不四	15000
七上八下	18000
五花八门	26000
乱七八糟	38000
一塌糊涂	28000
不可思议	35000
难以置信	32000
出乎意料	28000
意料之外	25000
情理之中	20000
措手不及	22000
喜出望外	20000
兴高采烈	22000
高朋满座	10000
全力以赴	28000
不遗余力	18000
一鼓作气	18000
再接再厉	22000
事半功倍	22000
事倍功半	15000
因地制宜	18000
因人而异	20000
实事求是	25000
简单粗暴	26000
不可避免	30000
一举两得	22000
一石二鸟	18000
各有所长	15000
各取所需	18000
此消彼长	15000
与此同时	32000
与众不同	30000
触手可及	18000
跃跃欲试	18000
蓄势待发	18000
急功近利	18000
急于求成	18000
雪上加霜	22000
火上浇油	15000
引火烧身	12000
顾此失彼	15000
因小失大	15000
弄巧成拙	15000
适得其反	22000
自作自受	18000
自食其果	18000
自欺欺人	20000
自我安慰	22000
自我陶醉	15000
自不量力	18000
不自量力	18000
自相矛盾	22000
自我打脸	15000
一帆风顺	25000
一往无前	15000
一蹴而就	18000
水到渠成	22000
水滴石穿	15000
大势所趋	18000
顺其自然	30000
顺水推舟	15000
顺理成章	22000
量力而行	18000
量入为出	12000
见微知著	12000
由表及里	10000
内外兼修	10000
由浅入深	15000
栩栩如生	18000
活灵活现	15000
惟妙惟肖	12000
千姿百态	15000
异彩纷呈	10000
五光十色	15000
五颜六色	22000
色彩斑斓	18000
美轮美奂	15000
富丽堂皇	15000
金碧辉煌	15000
朴实无华	12000
简朴大方	8000
大方得体	12000
不卑不亢	15000
寥寥无几	18000
寥寥可数	8000
屈指可数	18000
不胜枚举	15000
数不胜数	18000
不计其数	18000
不可胜数	10000
难以计数	10000
大有人在	18000
比比皆是	18000
数一数二	22000
形形色色	22000
五湖四海	18000
转瞬即逝	18000
稍纵即逝	15000
瞬息万变	18000
日新月异	22000
与日俱增	18000
一日千里	15000
突飞猛进	22000
一日三秋	8000
度日如年	15000
光阴似箭	15000
日月如梭	10000
时不我待	15000
机不可失	18000
时不再来	15000
失之毫厘	12000
差之千里	10000
千载难逢	18000
百年不遇	12000
千年一遇	15000
难能可贵	18000
弥足珍贵	18000
