王	40000
李	39500
张	39000
刘	38500
陈	38000
杨	37500
黄	37000
赵	36500
周	36000
吴	35500
徐	35000
孙	34500
朱	34000
马	33500
胡	33000
郭	32500
林	32000
何	31500
高	31000
梁	30500
郑	30000
罗	29500
宋	29000
谢	28500
唐	28000
韩	27500
曹	27000
许	26500
邓	26000
萧	25500
冯	25000
曾	24500
程	24000
蔡	23500
彭	23000
潘	22500
袁	22000
于	21500
董	21000
余	20500
苏	20000
叶	19500
吕	19000
魏	18500
蒋	18000
田	17500
杜	17000
丁	16500
沈	16000
姜	15500
范	15000
江	14800
傅	14600
钟	14400
卢	14200
汪	14000
戴	13800
崔	13600
任	13400
陆	13200
廖	13000
姚	12800
方	12600
金	12400
邱	12200
夏	12000
谭	11800
韦	11600
贾	11400
邹	11200
石	11000
熊	10800
孟	10600
秦	10400
阎	10200
薛	10000
侯	9800
雷	9600
白	9400
龙	9200
段	9000
郝	8800
孔	8600
邵	8400
史	8200
毛	8000
常	7800
万	7600
顾	7400
赖	7200
武	7000
康	6800
贺	6600
严	6400
尹	6200
钱	6000
施	5800
牛	5600
洪	5400
龚	5200
欧阳	15000
司马	14000
上官	12000
端木	8500
东方	11000
独孤	9000
南宫	8500
万俟	5500
闻人	5500
夏侯	9500
诸葛	14000
尉迟	7500
公孙	10500
慕容	11500
长孙	9500
宇文	10000
司徒	9000
司空	7000
钟离	6500
单于	6000
太史	6000
公冶	5500
仲孙	5500
轩辕	9500
令狐	10000
毛泽东	25000
邓小平	22000
周恩来	21000
朱德	18000
蒋介石	19000
孙中山	20000
鲁迅	23000
鲁滨逊	8000
王朔	12000
莫言	15000
余华	14000
韩寒	16000
郭德纲	14500
周杰伦	22000
王力宏	16000
林俊杰	17000
邓紫棋	15000
蔡依林	15500
张学友	16500
刘德华	21000
周星驰	20000
成龙	21500
李连杰	18000
李小龙	19000
巩俐	14000
章子怡	16000
范冰冰	17000
杨幂	18500
唐嫣	15500
赵丽颖	18000
杨颖	14500
鹿晗	15000
黄渤	14500
徐峥	13500
伟	30000
强	29000
磊	27000
鑫	26500
杰	28500
涛	27500
浩	27000
宇	28000
鹏	26000
飞	25500
凯	24500
帆	22000
昊	23000
林	24000
阳	23500
文	26000
武	22500
龙	24500
虎	20000
豹	14000
鹰	14500
燕	22000
雪	24000
冰	22500
月	23000
花	21000
梅	25000
兰	22000
竹	18000
菊	19000
莉	23500
萍	24500
婷	25500
婉	22000
怡	24000
颖	23500
静	26500
雅	25000
慧	24000
敏	26000
丽	28500
美	25500
芳	26500
香	22500
玲	25000
莹	23000
红	26000
春	21000
秋	20000
冬	19000
夏	19500
建国	22000
国强	18000
志强	19500
海涛	18500
海洋	17000
大海	16500
鹏飞	17500
永强	16000
文华	16500
玉兰	19000
玉梅	18500
玉芳	18000
秀梅	18500
秀兰	19500
秀英	20000
秀华	18000
桂兰	17500
桂英	18000
玉华	18500
春梅	17000
春兰	16500
春花	16000
春华	16500
春霞	15500
雪梅	17000
雪兰	15500
雪芳	14500
婷婷	19000
蓉蓉	14000
莉莉	18000
倩倩	15500
静静	16000
雅琴	14500
雅琪	15000
雅丽	15500
雅静	14500
慧敏	14000
慧静	13000
子涵	18500
子轩	18000
子豪	17500
子谦	15000
思涵	16500
思雨	16000
雨涵	17000
雨晴	15500
雨彤	15000
雨欣	16500
欣怡	16000
怡然	15500
梓涵	19000
梓萱	17500
梓豪	16500
一鸣	15000
一帆	15500
一凡	14500
一诺	17000
浩然	19500
浩天	16000
浩宇	18500
宇航	18000
宇轩	17500
锦程	13500
锦绣	13000
锦鲤	12500
慧颖	14000
婉莹	13500
婉婷	16000
紫涵	15000
紫薇	16500
紫嫣	15500
嘉怡	15500
嘉宝	13000
佳怡	15000
佳琪	14500
嘉欣	15500
嘉淳	12500
