# phrases_discovered.tsv — new-word discovery (CP3c), by discover_new_words.py
# sources: lccc,news,wiki  gates: freq>=10 pmi>=1.0 entropy>=1.5 +stopword +t2s
# 18496 unregistered words. format: word\tcorpus_freq
男神	16379
博主	15099
鹿晗	13976
点半	13363
淡定	12828
颜值	12729
狗粮	11838
网红	11449
干啥	10629
艾特	10329
妹纸	9359
拉黑	9180
学霸	9040
女主	8936
杰伦	8466
同款	8022
盆友	7828
给力	7663
吐槽	7604
老铁	7544
小白	7230
卖萌	7124
喝点	7004
闺蜜	7004
肉肉	6637
男票	6621
孩纸	6498
等下	6338
萌萌	6075
脱单	5847
史上	5769
钱买	5734
男主	5618
雾霾	5277
基友	5180
找找	5148
素颜	5040
刚回	4983
穿上	4799
灏明	4730
傲娇	4728
高冷	4508
渣男	4473
杨幂	4466
直男	4452
奔奔	4428
热搜	4356
从哪	4349
辣条	4318
只剩	4311
逗比	4273
超爱	4270
取关	4258
长痘	4251
粑粑	4173
啥样	4136
脸大	4115
求带	4096
跟谁	4075
带点	3955
万人	3953
悲催	3932
跨年	3920
晨晨	3870
搬砖	3864
艺兴	3811
家店	3809
爱豆	3753
包邮	3735
天穿	3628
只猫	3608
爱死	3608
辣鸡	3582
喵喵	3551
越大	3538
养狗	3490
大脸	3480
节课	3452
留长	3440
桑心	3405
学车	3385
叫啥	3379
月中	3334
刚买	3318
美妞	3261
小红	3234
小编	3216
脑补	3211
车回	3196
阔以	3195
长高	3193
今早	3191
叫上	3150
炒鸡	3132
小黄	3066
刚下	3062
小王	3060
刚从	3041
暖暖	3030
帅帅	3028
腿长	3009
点钱	2998
坑爹	2963
渣渣	2953
月十	2934
咬人	2932
安卓	2932
乐视	2927
兔兔	2898
练车	2882
抖音	2866
暖心	2866
刚出	2841
萝莉	2832
增肥	2820
嗨皮	2809
只狗	2805
秒回	2788
抹茶	2784
发图	2777
人骂	2773
打脸	2757
官网	2740
撒子	2733
抱走	2683
钱给	2683
泡脚	2674
戏精	2657
脑洞	2640
顺丰	2639
主播	2626
斯坦	2595
条狗	2569
跟团	2567
发色	2566
给您	2545
女票	2539
摩羯	2538
笑点	2504
只需	2501
热评	2500
北鼻	2458
张图	2428
少喝	2422
正脸	2404
小帅	2374
蹭饭	2373
剧透	2338
美白	2334
梦中	2311
迷妹	2304
撩妹	2298
泰迪	2282
乐橙	2278
魅族	2274
胸大	2268
追剧	2266
美腻	2264
高二	2248
谁谁	2246
开黑	2240
剁手	2223
入坑	2219
住哪	2212
牙套	2146
超话	2131
面基	2130
脸小	2122
前三	2114
色号	2084
卫衣	2081
胖点	2075
叫小	2066
人设	2065
果果	2052
变胖	2040
瞅瞅	2040
买新	2037
点肉	2032
先给	1999
菇凉	1999
娜姐	1961
