论文	48000
学位	28000
学士	22000
硕士	35000
博士	38000
教授	42000
副教授	18000
讲师	16000
助教	12000
学者	24000
研究员	20000
研究所	26000
实验室	30000
课题组	14000
导师	32000
同门	9000
师兄	22000
师姐	21000
师弟	18000
师妹	18000
答辩	24000
评审	18000
文献	28000
引文	10000
综述	16000
摘要	22000
关键词	26000
结论	30000
数据集	28000
样本	24000
假设	22000
验证	30000
实验	38000
对照组	12000
显著	24000
相关性	18000
因果	16000
回归	20000
模型	42000
算法	40000
复杂度	16000
优化	36000
收敛	14000
发散	10000
拟合	14000
过拟合	12000
欠拟合	8000
参数	34000
超参数	14000
调参	16000
训练集	18000
测试集	18000
验证集	12000
交叉验证	10000
医生	48000
护士	32000
病人	34000
患者	38000
病历	22000
病例	24000
诊断	30000
治疗	38000
手术	38000
麻醉	18000
抢救	18000
急救	22000
抢救室	8000
急诊	28000
门诊	28000
住院	30000
出院	26000
复诊	14000
门诊楼	7000
住院部	9000
急诊科	14000
内科	22000
外科	22000
妇产科	14000
儿科	18000
心内科	12000
心外科	8000
神经内科	9000
神经外科	8000
骨科	16000
皮肤科	16000
眼科	18000
耳鼻喉科	10000
牙科	18000
中医	30000
西医	22000
中西医结合	8000
高血压	28000
糖尿病	28000
心脏病	22000
冠心病	14000
高血脂	14000
高血糖	14000
失眠	28000
焦虑	34000
抑郁	30000
疫苗	28000
接种	20000
注射	20000
输液	16000
化验	14000
体检	28000
体温	22000
血压	22000
血糖	18000
心电图	14000
胸透	7000
CT	22000
核磁共振	10000
超声	14000
处方	18000
药方	14000
药品	24000
中药	24000
西药	18000
西药房	7000
中药店	6000
副作用	22000
过敏	22000
发炎	14000
感染	30000
法律	38000
法官	22000
律师	30000
检察官	14000
检察院	16000
法院	30000
高院	10000
最高人民法院	8000
中级人民法院	7000
基层法院	6000
立案	16000
起诉	22000
应诉	8000
答辩状	7000
辩护	16000
抗辩	8000
申诉	14000
上诉	16000
终审	10000
判决	22000
裁定	14000
调解	18000
仲裁	14000
和解	16000
民事	18000
刑事	18000
行政	24000
合同	38000
协议	30000
条款	22000
违约	18000
侵权	16000
赔偿	22000
索赔	14000
担保	18000
抵押	18000
质押	10000
借款	22000
贷款	30000
还款	22000
利息	22000
罚款	22000
罚息	8000
滞纳金	10000
仲裁庭	7000
庭审	14000
庭前会议	5000
证据	30000
证人	18000
物证	10000
书证	8000
鉴定	18000
司法鉴定	8000
公证	14000
公证处	10000
房产证	16000
户口本	16000
身份证	34000
营业执照	14000
工商登记	8000
绝绝子	32000
拿捏	28000
拿捏死了	18000
整顿职场	14000
内卷	38000
卷王	22000
卷不动	18000
摆烂	34000
摆烂王	14000
躺平	38000
躺平主义	14000
破防	32000
破大防	22000
上头	28000
上头了	22000
下头	18000
下头了	14000
出圈	22000
破圈	18000
破壁	10000
杠精	24000
抬杠	18000
杠头	8000
喷子	22000
喷人	16000
黑粉	22000
路人	22000
路人甲	16000
路人粉	14000
吃瓜	34000
吃瓜群众	24000
大瓜	22000
瓜真多	10000
围观	22000
翻车	24000
翻车现场	18000
塌房	22000
塌房现场	14000
立人设	16000
人设崩塌	16000
营业	18000
营业号	10000
工具人	22000
备胎	22000
备胎转正	12000
接盘侠	14000
单身狗	24000
凡尔赛	22000
凡学	10000
内娱	22000
出道	22000
翻红	14000
顶流	22000
流量	30000
流量明星	18000
流量密码	18000
流量为王	10000
走花路	10000
心动信号	14000
锁死	16000
BE	18000
HE	14000
CP	28000
嗑CP	18000
嗑糖	16000
上分	22000
下分	14000
开黑	22000
上岸	28000
退坑	14000
入坑	22000
安利	28000
拔草	18000
种草	28000
