# Japanese counter-word table — generated by tools/jp/build_counters_tsv.py
# Format: kanji<TAB>romaji<TAB>freq.  Merged into jp_jukugo_v1.tsv by hand or pipeline.
一人	hitori	97
二人	futari	95
一つ	hitotsu	95
一日	ichinichi	95
一日	tsuitachi	95
三人	sannin	94
二日	futsuka	93
一月	ichigatsu	93
一時	ichiji	93
一時間	ichijikan	93
一年	ichinen	93
一個	ikko	93
二つ	futatsu	92
五人	gonin	92
三日	mikka	92
四人	yonin	92
二月	nigatsu	91
二時	niji	91
二時間	nijikan	91
二個	niko	91
二年	ninen	91
一回	ikkai	90
一分	ippun	90
五日	itsuka	90
十人	juunin	90
三つ	mittsu	90
六人	rokunin	90
三月	sangatsu	90
三時	sanji	90
三時間	sanjikan	90
三個	sanko	90
三年	sannen	90
四日	yokka	90
八人	hachinin	89
七人	nananin	89
七人	shichinin	89
五月	gogatsu	88
五時	goji	88
五時間	gojikan	88
五個	goko	88
五年	gonen	88
六日	muika	88
二分	nifun	88
二回	nikai	88
四月	shigatsu	88
十日	tooka	88
四時	yoji	88
四時間	yojikan	88
四年	yonen	88
四個	yonko	88
九人	kyuunin	87
七日	nanoka	87
三回	sankai	87
三分	sanpun	87
八日	youka	87
十個	jikko	86
十個	jukko	86
十月	juugatsu	86
十時	juuji	86
十時間	juujikan	86
十年	juunen	86
六個	rokko	86
六月	rokugatsu	86
六時	rokuji	86
六時間	rokujikan	86
六年	rokunen	86
五分	gofun	85
五回	gokai	85
八月	hachigatsu	85
八時	hachiji	85
八時間	hachijikan	85
八年	hachinen	85
八個	hakko	85
一番	ichiban	85
一度	ichido	85
一円	ichien	85
一ヶ月	ikkagetsu	85
一本	ippon	85
一歳	issai	85
九日	kokonoka	85
七時間	nanajikan	85
七個	nanako	85
七年	nananen	85
七月	shichigatsu	85
七時	shichiji	85
七時間	shichijikan	85
七年	shichinen	85
四分	yonfun	85
四回	yonkai	85
四分	yonpun	85
四つ	yottsu	85
一番目	ichibanme	83
一秒	ichibyou	83
一台	ichidai	83
一枚	ichimai	83
一階	ikkai	83
十回	jikkai	83
十分	jippun	83
十回	jukkai	83
十分	juppun	83
九月	kugatsu	83
九時	kuji	83
九時間	kujikan	83
九個	kyuuko	83
九年	kyuunen	83
二番	niban	83
二度	nido	83
二円	nien	83
二本	nihon	83
二ヶ月	nikagetsu	83
二歳	nisai	83
六回	rokkai	83
六分	roppun	83
八分	hachifun	82
八回	hakkai	82
八分	happun	82
七分	nanafun	82
七回	nanakai	82
三番	sanban	82
三本	sanbon	82
三度	sando	82
三円	sanen	82
三ヶ月	sankagetsu	82
三歳	sansai	82
二番目	nibanme	81
二秒	nibyou	81
二台	nidai	81
二階	nikai	81
二枚	nimai	81
第一	daiichi	80
五番	goban	80
五度	godo	80
五円	goen	80
五本	gohon	80
五ヶ月	gokagetsu	80
五歳	gosai	80
一年間	ichinenkan	80
一件	ikken	80
一才	issai	80
一週	isshuu	80
一週間	isshuukan	80
五つ	itsutsu	80
九分	kyuufun	80
九回	kyuukai	80
三番目	sanbanme	80
三秒	sanbyou	80
三台	sandai	80
三階	sangai	80
三階	sankai	80
三枚	sanmai	80
四円	yoen	80
四番	yonban	80
四度	yondo	80
四本	yonhon	80
四ヶ月	yonkagetsu	80
四歳	yonsai	80
第二	daini	78
五番目	gobanme	78
五秒	gobyou	78
