请问	58000
麻烦	62000
不好意思	55000
抱歉	50000
对不起	60000
谢谢	75000
多谢	42000
感谢	48000
不用谢	35000
没关系	52000
不客气	45000
您好	58000
久违	18000
久仰	12000
失礼	15000
失陪	14000
告辞	16000
再见	65000
拜拜	48000
再会	22000
慢走	28000
走好	20000
路上小心	25000
一路顺风	22000
平安到达	15000
早点休息	30000
早安	38000
午安	25000
晚安	55000
吃了吗	35000
在干嘛	42000
在忙吗	38000
怎么样	60000
还行吧	32000
还可以	45000
凑合	30000
一般般	28000
马马虎虎	25000
差不多	58000
大概齐	12000
八九不离十	15000
不咋地	22000
没意思	35000
蛮有趣	18000
挺好的	48000
挺有意思	28000
还不错	42000
真不错	38000
真好	52000
太棒了	45000
牛逼	55000
厉害	60000
利害	18000
给力	38000
666	48000
赞	55000
强	42000
牛	45000
棒	48000
妙极	15000
妙啊	18000
绝绝子	28000
拿捏	35000
拿捏死了	22000
破防	42000
整活	30000
摆烂	45000
躺平	48000
内卷	50000
卷王	28000
摆烂王	18000
内涵	35000
出圈	25000
破圈	22000
破壁	15000
续命	28000
加油	72000
冲鸭	25000
冲呀	18000
加油鸭	15000
干饭	35000
干饭人	28000
打工人	48000
社畜	38000
996	30000
007	18000
上岸	32000
大佬	55000
大牛	38000
萌新	30000
路人	35000
吃瓜群众	42000
沙发	38000
板凳	22000
地板	18000
顶	35000
踩	28000
围观	32000
路过	35000
留名	22000
搞定	58000
搞错	35000
搞不懂	38000
搞清楚	42000
弄明白	30000
整明白	28000
弄清楚	32000
整清楚	22000
整得来	18000
搞不定	38000
弄不懂	25000
整不来	20000
听不懂	45000
看不懂	48000
想不通	35000
看不上	30000
想不到	42000
没想到	55000
真没想到	38000
出乎意料	32000
想起来	45000
记得吗	38000
还记得	42000
不记得	35000
忘了吧	32000
忘记了	40000
忘掉了	22000
忘不了	35000
牢记心间	12000
铭记在心	15000
不行的	38000
真不行	35000
行不行	48000
不可以	52000
不太行	32000
难说	42000
难讲	28000
谁知道	45000
鬼知道	32000
天知道	35000
不一定	55000
说不定	48000
没准	35000
不见得	30000
不一定吧	25000
估计是	38000
大概率	42000
大概率是	35000
八成是	28000
多半是	30000
应该是	55000
想必是	22000
必定是	18000
一定是	48000
等等	62000
等一下	58000
等一会	38000
慢点	35000
别急	42000
别忙	28000
稍等	45000
请稍候	30000
马上来	38000
这就来	32000
立刻	48000
立马	45000
马上	68000
即刻	28000
马上回	30000
一会儿就	28000
待会儿见	25000
回头见	35000
一会见	30000
再聊	38000
改天聊	30000
改天见	32000
下次再聊	28000
下次再说	35000
改日再议	15000
来日方长	22000
关系不错	32000
关系密切	28000
关系一般	25000
关系疏远	18000
不熟	35000
不太熟	32000
半生不熟	22000
不太了解	28000
一般认识	18000
老朋友	48000
老熟人	35000
多年好友	28000
知己知彼	22000
死党	38000
闺蜜	45000
兄弟伙	25000
哥们儿	35000
姐妹淘	22000
老相识	20000
