还行	45000
还好	48000
没事	52000
没问题	58000
一会儿	42000
一下	72000
这边	55000
那边	50000
真的	78000
假的	38000
好吧	56000
算了	44000
可惜	36000
估计	48000
大概	58000
反正	46000
至少	52000
不仅	42000
比如	55000
总之	38000
赞同	28000
反对	35000
同意	48000
支持	62000
接受	52000
拒绝	44000
喜欢	68000
讨厌	38000
中立	18000
客观	30000
主观	24000
公平	42000
偏见	22000
极端	26000
温和	24000
坚决	28000
果断	22000
勇敢	34000
谨慎	28000
自信	42000
谦虚	22000
对	85000
不对	48000
是的	58000
不是	72000
没错	45000
不能	68000
不可能	52000
当然	62000
肯定	56000
不一定	40000
也许	48000
可能	78000
或许	38000
似乎	44000
显然	36000
明显	48000
其实	66000
事实上	34000
究竟	28000
到底	52000
毕竟	44000
始终	36000
一直	68000
向来	22000
聊天	48000
讨论	58000
商量	34000
沟通	55000
交流	58000
对话	44000
说话	58000
讲解	28000
解释	48000
说明	58000
表达	48000
描述	36000
陈述	22000
论点	18000
观点	48000
想法	56000
见解	24000
立场	34000
态度	52000
心情	48000
情绪	52000
感觉	72000
体验	58000
所以	78000
因此	58000
由于	48000
既然	34000
假如	28000
假设	30000
倘若	14000
万一	28000
进而	22000
从而	36000
而且	58000
并且	48000
同时	62000
此外	38000
另外	48000
此前	30000
此后	28000
接着	38000
于是	48000
这样	72000
综上	14000
努力	62000
拼搏	22000
坚持	58000
放弃	44000
继续	62000
停止	44000
开始	78000
结束	58000
完成	62000
失败	48000
成功	66000
进步	44000
退步	18000
提高	52000
降低	44000
增加	58000
减少	48000
变化	52000
改变	58000
调整	48000
适应	38000
现在	82000
以前	62000
以后	58000
之前	62000
之后	68000
后来	48000
最近	58000
最后	62000
最初	28000
最终	38000
首先	48000
其次	34000
然后	68000
接下来	38000
今天	78000
明天	68000
昨天	58000
前天	28000
后天	22000
早上	48000
中午	42000
下午	48000
晚上	58000
半夜	22000
凌晨	22000
傍晚	18000
周末	44000
平时	38000
平常	28000
经常	52000
偶尔	34000
有时	44000
有时候	38000
从来	42000
从不	30000
永远	48000
暂时	34000
临时	30000
立刻	34000
马上	48000
立即	38000
赶紧	34000
随时	30000
随便	38000
顺便	28000
干脆	22000
索性	14000
直接	58000
明白	52000
清楚	48000
了解	58000
知道	78000
认识	48000
熟悉	34000
陌生	22000
记得	42000
忘记	38000
忘了	48000
想起	30000
注意	58000
留意	22000
小心	44000
当心	18000
关注	44000
关心	38000
担心	48000
害怕	38000
紧张	38000
放松	30000
舒服	42000
难受	30000
开心	48000
高兴	48000
快乐	44000
难过	30000
伤心	34000
失望	30000
惊讶	28000
意外	34000
惊喜	28000
好笑	30000
有趣	38000
无聊	34000
没意思	24000
有意思	30000
重要	62000
关键	48000
主要	52000
次要	18000
基本	48000
基础	42000
核心	38000
重点	34000
核心	30000
难点	18000
简单	52000
复杂	48000
容易	48000
困难	44000
方便	48000
麻烦	38000
吃力	14000
轻松	34000
快速	38000
缓慢	18000
迅速	28000
急忙	18000
慢慢	38000
渐渐	24000
逐渐	30000
慢慢来	22000
试试	34000
试一下	22000
尝试	38000
看看	48000
听听	24000
想想	30000
等等	38000
比较	58000
对比	34000
区别	38000
差别	28000
差距	28000
不同	48000
相同	30000
类似	30000
一样	58000
不一样	34000
差不多	38000
几乎	38000
完全	48000
彻底	28000
绝对	34000
特别	48000
非常	58000
十分	38000
相当	28000
极其	18000
格外	18000
尤其	34000
甚至	38000
更加	42000
更好	38000
更多	42000
更高	28000
最好	44000
最大	38000
最多	34000
最少	24000
唯一	30000
仅仅	24000
只是	48000
只有	48000
不过	48000
但是	68000
然而	30000
不然	24000
否则	24000
要是	28000
如果	62000
就算	30000
即使	30000
哪怕	22000
反而	28000
反倒	14000
没想到	34000
想不到	22000
不过如此	8000
就这样	24000
这么	48000
那么	48000
怎么	68000
怎么样	38000
为什么	58000
什么	78000
谁	62000
哪里	44000
哪儿	28000
多少	48000
几个	38000
一些	58000
不少	38000
许多	34000
大量	34000
不少	30000
很多	68000
非常多	14000
极少	14000
没人	24000
有人	30000
大家	58000
全部	38000
所有	48000
任何	38000
每个	38000
其他	48000
其它	24000
别的	34000
另外的	14000
自己	72000
自我	22000
对方	34000
彼此	24000
相互	22000
互相	30000
共同	34000
一起	58000
一同	14000
单独	24000
独自	24000
分别	28000
分开	28000
合并	22000
组合	24000
搭配	24000
配合	34000
合作	44000
协作	22000
团队	48000
团结	22000
集体	28000
个人	44000
个体	18000
群体	24000
工作	68000
上班	48000
下班	38000
加班	34000
请假	28000
出差	28000
开会	38000
汇报	28000
报告	38000
方案	34000
计划	48000
安排	44000
项目	48000
任务	48000
目标	44000
目的	34000
意义	34000
价值	38000
作用	34000
效果	38000
结果	48000
原因	44000
理由	34000
借口	24000
道理	30000
经验	38000
教训	24000
习惯	44000
风格	30000
方式	44000
方法	48000
办法	44000
途径	18000
渠道	28000
来源	24000
依据	18000
标准	38000
规则	34000
规定	34000
要求	48000
条件	44000
情况	58000
状况	28000
状态	44000
形势	24000
环境	44000
背景	34000
过程	44000
阶段	34000
程度	34000
水平	38000
能力	44000
水准	14000
表现	38000
成绩	34000
成果	24000
质量	38000
数量	34000
速度	34000
效率	28000
节奏	24000
平衡	28000
稳定	34000
正常	44000
异常	22000
特殊	30000
普通	34000
一般	48000
通常	30000
往往	30000
常常	30000
时常	18000
日常	30000
日子	34000
生活	62000
人生	38000
未来	48000
将来	28000
过去	48000
回忆	28000
当时	38000
那时候	24000
那会儿	14000
后悔	30000
遗憾	24000
庆幸	14000
