# Pinyin modern vocab supplement — generated by tools/scoring/build_pinyin_modern.py
# format: pinyin\tword\tfreq.  Consumed by pinyin-build-fst as overlay.
haode	好的	60000
jisi	急死	60000
meituan	美团	60000
pinduoduo	拼多多	60000
wanghong	网红	60000
yunwei	运维	60000
banguolai	搬过来	55000
bozhu	博主	55000
daihuo	带货	55000
dalian	打脸	55000
damoxing	大模型	55000
dingding	钉钉	55000
dingtou	定投	55000
eleme	饿了么	55000
esile	饿死了	55000
fansi	烦死	55000
fansile	烦死了	55000
funeng	赋能	55000
hema	盒马	55000
jianzhi	减脂	55000
jisile	急死了	55000
juele	绝了	55000
kanyixia	看一下	55000
keyide	可以的	55000
leisile	累死了	55000
naguolai	拿过来	55000
paiqi	排期	55000
tianmao	天猫	55000
wangke	网课	55000
weixinzhifu	微信支付	55000
xiaosi	笑死	55000
xiasi	吓死	55000
xinkule	辛苦了	55000
yinggaide	应该的	55000
yuanchengbangong	远程办公	55000
yuebao	月报	55000
yuegong	月供	55000
zhidaole	知道了	55000
banguoqu	搬过去	50000
chuanguolai	传过来	50000
ditan	低碳	50000
dongsile	冻死了	50000
faguoqu	发过去	50000
fukuanma	付款码	50000
fuzaijunheng	负载均衡	50000
gaofuye	搞副业	50000
gengtu	梗图	50000
gongxiangpingmu	共享屏幕	50000
guolaikankan	过来看看	50000
guolaiyixia	过来一下	50000
houduangongchengshi	后端工程师	50000
huoke	获客	50000
jiacang	加仓	50000
jishuzongjian	技术总监	50000
jisiwole	急死我了	50000
kesile	渴死了	50000
kunsi	困死	50000
kunsile	困死了	50000
latong	拉通	50000
laxin	拉新	50000
luoci	裸辞	50000
luping	录屏	50000
maidian	埋点	50000
naguoqu	拿过去	50000
nianhuiyuan	年会员	50000
qianduangongchengshi	前端工程师	50000
qiyeweixin	企业微信	50000
resi	热死	50000
resile	热死了	50000
shengchengshi	生成式	50000
shoukuanma	收款码	50000
shuimianzhiliang	睡眠质量	50000
songguolai	送过来	50000
suanfagongchengshi	算法工程师	50000
tengxunhuiyi	腾讯会议	50000
tengxunwendang	腾讯文档	50000
tiqianhaikuan	提前还款	50000
tishici	提示词	50000
tizhilv	体脂率	50000
tongbujindu	同步进度	50000
tongsuo	通缩	50000
tuiding	退订	50000
upzhu	up主	50000
wangeng	玩梗	50000
xiaosiwole	笑死我了	50000
xiaoxiduilie	消息队列	50000
xiasiwole	吓死我了	50000
xingde	行的	50000
yiqijiayou	一起加油	50000
zaixiankecheng	在线课程	50000
zengji	增肌	50000
zhiboke	直播课	50000
zhinengti	智能体	50000
zhiying	止盈	50000
zidongxufei	自动续费	50000
beidiao	背调	45000
beizhiyu	被治愈	45000
blun	B轮	45000
ceshigongchengshi	测试工程师	45000
chongchongchong	冲冲冲	45000
clun	C轮	45000
ershua	二刷	45000
fanxiangdaili	反向代理	45000
fanxuliehua	反序列化	45000
fufeikecheng	付费课程	45000
gangasi	尴尬死	45000
hunhebangong	混合办公	45000
jiancang	减仓	45000
jiegeng	接梗	45000
jiexiang	结项	45000
jinengshu	技能树	45000
jingzhuntoufang	精准投放	45000
jirouliang	肌肉量	45000
jishumian	技术面	45000
kongcang	空仓	45000
laogeng	老梗	45000
miaojile	妙极了	45000
muke	慕课	45000
puxinnan	普信男	45000
quanzhangongchengshi	全栈工程师	45000
shengtong	生酮	45000
shenshui	深睡	45000
shujuqudong	数据驱动	45000
shuziyoumin	数字游民	45000
tanxinggongzuo	弹性工作	45000
taoding	逃顶	45000
tianshilun	天使轮	45000
tiaochulv	跳出率	45000
tishigongcheng	提示工程	45000
tizhicheng	体脂秤	45000
tongbujinzhan	同步进展	45000
weikuanren	尾款人	45000
wuliaosi	无聊死	45000
xuexilujing	学习路径	45000
yinshikongzhi	饮食控制	45000
yongyuandeshen	永远的神	45000
youbei	有被	45000
zhishifufei	知识付费	45000
zhongzilun	种子轮	45000
fanxiangchuanbo	反向传播	40000
fupanbiji	复盘笔记	40000
jianxiexingjinshi	间歇性禁食	40000
loudoumoxing	漏斗模型	40000
qianshui	浅睡	40000
sanshua	三刷	40000
wudayu	无大语	40000
xueyalaman	血压拉满	40000
xueyashangsheng	血压上升	40000
youdaoyun	有道云	40000
