# PHASE-FREQ0-sweep deleted rows (2026-06-28)
# criterion: freq == 0 (zero corpus observation)
# format: code\tword\tcharlen
aadaixiao	呵呵大笑	4
aadaxiao	呵呵大笑	4
aaita	阿埃塔	3
abadao	阿巴岛	3
abaerhu	阿巴尔虎	4
abaerjin	阿巴尔金	4
abagong	阿巴公	3
abaji	阿巴基	3
abangdan	阿邦丹	3
abaniao	阿巴鸟	3
abaodao	阿宝道	3
abaoxian	阿宝先	3
abaoxiaodao	阿宝笑道	4
abasang	阿巴桑	3
abasigang	阿巴斯港	4
abaya	阿巴亚	3
abeiding	阿贝丁	3
abeihu	阿贝湖	3
abeite	阿贝特	3
abeizhongmalv	阿倍仲麻吕	5
abier	阿碧二	3
abihao	阿碧好	3
abijian	阿碧见	3
abiketang	阿比可糖	4
abimang	阿碧忙	3
abimin	阿碧抿	3
abinga	阿炳呵	3
abingban	阿炳半	3
abingchu	阿炳除	3
abingdi	阿炳递	3
abingfu	阿炳扶	3
abinghe	阿炳呵	3
abinghui	阿炳会	3
abingjia	阿炳家	3
abingjiao	阿炳叫	3
abingjin	阿炳进	3
abingkuai	阿炳会	3
abingma	阿炳妈	3
abingma	阿炳马	3
abingmeng	阿炳猛	3
abingmo	阿炳摸	3
abingpai	阿炳拍	3
abingqiang	阿炳抢	3
abingqu	阿炳曲	3
abingru	阿炳如	3
abingting	阿炳听	3
abingxi	阿炳洗	3
abingxian	阿炳现	3
abingying	阿炳赢	3
abingzhen	阿炳真	3
abirangshi	阿比让市	4
abiren	阿碧忍	3
abirou	阿碧柔	3
abitan	阿碧叹	3
abiting	阿碧听	3
abituo	阿比托	3
abiweiwei	阿碧微微	4
abixian	阿碧见	3
abixiao	阿碧笑	3
abizhan	阿碧站	3
abizi	阿碧姊	3
abizi	阿碧自	3
abode	阿伯德	3
abodulajibofu	阿卜杜拉季波夫	7
abodulaye	阿卜杜拉耶	5
abola	阿卜拉	3
abolaer	阿伯拉尔	4
abolai	阿卜莱	3
abosi	阿伯思	3
abudenuer	阿布德努尔	5
abudourexiti	阿不都热西提	6
abudulajibofu	阿卜杜拉季波夫	7
abudulaye	阿卜杜拉耶	5
abudurexiti	阿不都热西提	6
abula	阿卜拉	3
abulai	阿不来	3
abulai	阿卜莱	3
abulai	阿布赉	3
abulaiti	阿不来提	4
abuli	阿布里	3
abunai	阿布鼐	3
abuwei	阿布维	3
abuweier	阿布维尔	4
abuxi	阿布西	3
abuxin	阿布辛	3
